movie_id,title,original_title,overview,tagline,status,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,original_language,genres,production_countries,imdb_id
666277,Past Lives,Past Lives,"After decades apart, childhood friends Nora and Hae Sung are reunited in New York for one fateful weekend as they confront notions of destiny, love, and the choices that make a life.",,Released,2023-06-02,106,12000000,28126646,13.3169,7.714,2218,en,Drama|Romance,US|KR,tt13238346
1259102,Eternity,Eternity,"In an afterlife where souls have one week to decide where to spend eternity, Joan is faced with the impossible choice between the man she spent her life with and her first love, who died young and has waited decades for her to arrive.",You can only choose one.,Released,2025-11-26,114,12000000,32867848,13.2617,6.934,511,en,Romance|Comedy|Drama,US,tt24950660
509,Notting Hill,Notting Hill,London bookstore owner William Thacker's quiet life turns upside down when a chance encounter with famous actress Anna Scott sparks an unlikely romance challenged by their vastly different worlds.,Can the most famous film star in the world fall for the man on the street?,Released,1999-05-21,124,42000000,363889678,13.0836,7.264,6613,en,Romance|Comedy,GB|US,tt0125439
1373198,Twisted,Twisted,Two millennials make quick money by leasing incredible New York City apartments they don’t own to people who don’t know they are being scammed. The con works brilliantly until they run into an apartment owner with a dark secret who flips the game on them.,Do no harm.,Released,2026-02-06,93,93,0,12.9905,4.4,40,en,Horror|Thriller,US,tt14201728
1244531,Beast of War,Beast of War,"When their boat sinks while crossing the Timor Sea during World War II, a troop of young Australian soldiers must find a way to survive the harsh seas on a quickly shrinking raft. Hundreds of miles from anywhere, they must confront interpersonal conflicts, enemy attacks, and the advances of one very large, very hungry great white shark.",Survival is the only victory.,Released,2025-08-22,87,0,186472,12.8911,6.18,103,en,Thriller|Action|War|Horror,AU,tt29468874
1264805,Once We Were Us,만약에 우리,"Two former lovers cross paths on a flight to Korea, stirring memories of their chance meeting in 2008, when they found love amid Seoul's chaos before life pulled them apart.",When the love shines us the the most.,Released,2025-12-31,115,0,0,12.7722,7.2,9,ko,Romance|Drama,KR,tt37764737
1116201,Iron Lung,Iron Lung,"The stars are gone. The planets have disappeared. Only individuals aboard space stations or starships were left to give the end a name -- The Quiet Rapture. After decades of decay and crumbling infrastructure, the Consolidation of Iron has made a discovery on a barren moon designated AT-5. An ocean of blood. Hoping to discover desperately needed resources they immediately launch an expedition. A submarine is crafted and a convict is welded inside. Due to the pressure and depth of the ocean the forward viewport has been encased in metal. If successful, they will earn their freedom. If not, another will follow. This will be the 13th expedition.",This is not an expedition. It's an execution.,Released,2026-01-30,125,3000000,50603970,12.7314,7.175,106,en,Horror|Science Fiction|Mystery,US,tt27564844
313369,La La Land,La La Land,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",Here's to the fools who dream.,Released,2016-12-01,129,30000000,509183536,12.7279,7.9,17899,en,Comedy|Drama|Romance,US,tt3783958
1287141,Pillion,Pillion,"Colin, a timid gay man, is swept off his feet when Ray, an enigmatic and impossibly handsome biker, takes him on as his submissive in a crazy and erotic BDSM-focused relationship.",,Released,2025-11-28,107,1000000,3142860,12.6541,6.163,104,en,Romance|Drama|Comedy,GB|IE|NL,tt32321317
1320927,The Daughter of the Moon,Killapa Wawan,"13 year-old Killari, is chosen by the Spirit of tutelary gods as a scissors dancer. Her mother, Agucha, opposes because she lost her husband, Pacha, in a duel with Lucifer and couldn’t tell him about her pregnancy, a guilt she carries all her life. She hides Pacha’s death from Killari. Remigio, her grandfather, silent from grief, finds hope in Killari’s dance interest. He decides to teach her the secrets of scissors dancing to defeat Lucifer and uphold the family legacy.",,Released,2026-01-29,87,0,0,12.1857,4.0,1,qu,Drama,PE,tt33095241
11621,Porco Rosso,紅の豚,"In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.",Can a pig really fly?,Released,1992-07-18,93,9200000,44600000,12.1069,7.795,3644,ja,Family|Comedy|Animation|Adventure|Fantasy,JP,tt0104652
661603,Landmarks,Nuestra tierra,"In 2009, a man and two accomplices try to evict members of the Indigenous community of Chuschagasta in northern Argentina. Claiming ownership of the land and armed with guns, they kill the community’s leader, Javier Chocobar. The murder is caught on video. It takes nine years of protests before court proceedings are finally opened in 2018. During all this time, the killers remain free. The film combines the voices and photographs of the community with courtroom footage to explore the long history of colonialism and land dispossession that led to this crime.",,Released,2026-03-05,119,0,0,12.0326,0.0,0,es,Documentary,AR|DK|MX|US|NL|FR,tt9859510
1033148,Die My Love,Die My Love,"After inheriting a remote Montana house, Jackson moves there from New York with his partner Grace, and the couple soon welcome a child. As Jackson becomes increasingly absent and rural isolation sets in, Grace struggles with loneliness, creative frustration, and unresolved emotional wounds. What begins as an attempt at renewal gradually turns into an intense psychological descent, placing strain on their relationship and exposing the fragile balance between love, identity, and motherhood.",Finding herself losing herself.,Released,2025-10-06,119,0,11745933,12.0222,6.118,431,en,Drama,US,tt9362736
841,Dune,Dune,"In the year 10,191, the most precious substance in the universe is the spice Melange. The spice extends life. The spice expands consciousness. The spice is vital to space travel.  The spice exists on only one planet in the entire universe, the vast desert planet Arrakis, also known as Dune.  Its native inhabitants, the Fremen, have long held a prophecy that a man would come, a messiah who would lead them to true freedom.","A world beyond your experience, beyond your imagination.",Released,1984-12-14,136,40000000,31502434,11.9363,6.18,3356,en,Action|Science Fiction|Adventure,US,tt0087182
1239288,Atropia,Atropia,"When an aspiring actress in a military role-playing facility falls in love with a soldier cast as an insurgent, their unsimulated emotions threaten to derail the performance.",The story of a real fake place.,Released,2025-11-15,103,0,0,11.9212,5.0,5,en,Comedy|Drama,US|FR|IT,tt31122579
37916,Swept Away,Travolti da un insolito destino nell'azzurro mare d'agosto,A spoiled rich woman and a brutish Communist deckhand become stranded alone on a desert island after venturing away from their cruise.,,Released,1974-12-18,110,0,6014430,11.8583,7.407,333,it,Comedy|Drama|Romance,IT,tt0073817
1371185,Song Sung Blue,Song Sung Blue,"Based on a true story, two down-on-their-luck musicians form a joyous Neil Diamond tribute band, proving it's never too late to find love and follow your dreams.",Inspired by a legend. Bound by a dream.,Released,2025-12-25,133,30000000,54982453,11.6938,7.394,184,en,Music|Romance|Drama,US,tt30343021
1206008,Ella McCay,Ella McCay,"An idealistic young politician juggles familial issues and a challenging work life while preparing to take over the job of her mentor, the state’s longtime incumbent governor.","A story about the people you love, and how to survive them.",Released,2025-12-11,115,35000000,4546837,11.595,5.6,90,en,Comedy|Drama,US,tt30096221
1525775,Mr. Whispers,Mr. Whispers,"In Mr Whispers, we unveil a chilling story of long-buried horror, set in a town desperate to forget its tragic past. For decades, rumours have swirled about a place on the outskirts... a derelict cinema where something unspeakable once occurred.",,Released,2026-02-22,0,0,0,11.4708,0.0,0,en,Horror,GB,tt36623936
1288072,Keeper,Keeper,"Liz and Malcolm escape for a romantic anniversary weekend at a secluded cabin. When Malcolm suddenly returns to the city, Liz finds herself isolated and in the presence of an unspeakable evil that reveals the cabin's horrifying secrets.",If only you were dead.,Released,2025-11-12,99,6000000,5478986,11.4142,5.5,146,en,Horror|Mystery,CA,tt32332404
1367642,Reminders of Him,Reminders of Him,"When Diem's custodial grandparents adamantly refuse Kenna's attempts to see her daughter, Kenna discovers unexpected compassion, and then something truer and deeper, with former NFL player and local bar owner Ledger. As their secret romance develops, so do the dangers for both of them, leading Kenna toward heartbreak and, ultimately, the hope for a second chance.",Everyone deserves a second chance.,Released,2026-03-11,114,30000000,0,11.3966,6.7,3,en,Drama|Romance,US,tt33714084
1291335,Solo Mio,Solo Mio,"After Matt's dreams of a picturesque Italian wedding are shattered when his fiancée leaves him at the altar, he embarks on his planned honeymoon across Italy alone, immersing himself in the country's vibrant culture, food, and beauty, meeting Gia along the way.",All roads lead to (being left in) Rome.,Released,2026-02-05,100,4000000,22322533,11.2246,7.5,10,en,Romance|Comedy,US,tt32306991
1291659,The Wizard of the Kremlin,Le mage du Kremlin,"Russia, early 1990s. Amid post-Soviet chaos, a brilliant young man, Vadim Baranov, charts his path. First an artist, then a reality TV producer, he becomes the spin doctor to a rising KGB agent: Vladimir Putin. At the heart of power, Baranov shapes the new Russia, blurring the boundaries between truth and lies, belief and manipulation. Only the magnetic Ksenia is beyond his control, tempting him away from this dangerous game. Years later, after retreating into silence and shrouded in mystery, Baranov finally opens up, revealing the dark secrets of the regime he helped build.",,Released,2026-01-21,156,0,0,11.04,6.5,100,fr,Drama,FR|US|GB,tt32386654
1592032,Furious Attack,怒袭,"A former special forces soldier infiltrates northern Myanmar to rescue his missing daughter, fighting against scam gangs and organ traffickers in a final showdown with the crime boss.",,Released,2026-02-12,77,0,0,11.0154,5.5,2,zh,Action|Crime|Thriller,,tt39393717
1114967,Good Fortune,Good Fortune,A well-meaning but rather inept angel named Gabriel meddles in the lives of a struggling gig worker and a wealthy capitalist.,Need a miracle?,Released,2025-10-14,97,30000000,26117423,10.9115,7.0,511,en,Comedy|Fantasy,US,tt27543578
16859,Kiki's Delivery Service,魔女の宅急便,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.","I was feeling blue, but I'm better now.",Released,1989-07-29,103,6900000,4493017,10.8893,7.83,4476,ja,Animation|Family|Fantasy|Drama,JP,tt0097814
1309725,The Richest Woman in the World,La Femme la plus riche du monde,An elderly billionaire woman gives hundreds of millions of euros to a younger gay artist she is close to. Her daughter files a complaint for abuse of a vulnerable person and a scandal erupts.,,Released,2025-10-29,121,0,0,10.691,5.947,95,fr,Drama|Comedy,FR|BE,tt32759477
1140535,Presence,Presence,"A couple and their children move into a seemingly normal suburban home. When strange events occur, they begin to believe there is something else in the house with them. The presence is about to disrupt their lives in unimaginable ways.",In this house there is a presence.,Released,2025-01-17,84,2000000,11069405,10.5043,6.115,689,en,Horror|Thriller|Drama,US,tt28249919
1193128,I Was a Stranger,قضية الغرباء,"A Syrian doctor and her daughter flee Aleppo, setting off a chain of events that binds five strangers together. A smuggler, a soldier, a poet, and a coast guard captain collide in a crisis that tests their courage, their choices, and their humanity.",Based on 14 million true stories.,Released,2025-12-31,103,0,0,10.48,6.3,14,ar,Drama|Thriller,JO|TR|PS|US,tt21272942
1359607,Miss Kobayashi's Dragon Maid: A lonely dragon wants to be loved,小林さんちのメイドラゴン さみしがりやの竜,"Miss Kobayashi, Tohru, Kanna, and Iruru's peaceful lives are shattered when Kanna's father, Kimun Kamui, leader of the Chaos Forces, arrives and forces her to return to the Dragon World to fix a past mistake. With a war brewing between Chaos and Harmony, Kanna must find a way to unite the two worlds but is torn between her loyalty to her friends and her father's demands. Miss Kobayashi, however, refuses to let her go and tries to mend Kanna and Kamui's broken bond. As dragons clash, Iruru uncovers a hidden force manipulating the war. Can they stop the war before it consumes both worlds?",,Released,2025-06-27,104,0,1067775,10.4637,8.231,26,ja,Animation|Comedy|Fantasy,JP,tt36592985
1268127,HUMINT,휴민트,"Manager Zo, an agent of the South Korean National Intelligence Service (NIS) discovers crucial information while collecting intel on North Korea's movements. While dispatched in Southeast Asia, his North Korean informant (HUMINT) provides him with intel that leads him to Vladivostok. However, she faces an untimely death, only leaving him with clues. Coincidentally, North Korean Ministry of State Security dispatches Captain Park Geon to investigate a missing person case in Vladivostok. However, the North Korean Consul General of Vladivostok, Hwang Chi-seong feels threatened by Geon's investigation. He looks for dirt in hopes to get rid of Geon and discovers that his former lover, Chae Seon-hwa, is an informant to the South Korean NIS Agent, Manager Zo. Chi-seong uses this information to corner Geon. An unlikely joint operation ensues to take down Consul Chi-seong, who is willing to protect his kingdom at all cost.",Intelligence gathering through human sources.,Released,2026-02-11,120,0,0,10.3824,6.5,4,ko,Action|Drama,KR,tt39262507
1164355,Lembayung,Lembayung,"Arum and Pica, who wanted to complete their internship at Lembayung hospital, had to face mysterious terror from a woman satan who was suspected of hanged herself in the bathroom. The situation became even more tense after they asked others for help to the point where they threatened their own lives and those closest to them.",,Released,2024-09-19,123,0,0,10.3538,7.2,10,id,Horror|Thriller,ID,tt29899715
142,Brokeback Mountain,Brokeback Mountain,"In 1960s Wyoming, two men develop a strong emotional and sexual relationship that endures as a lifelong connection complicating their lives as they get married and start families of their own.",Love is a force of nature.,Released,2005-10-22,134,14000000,178043761,10.1911,7.785,7444,en,Drama|Romance,CA|US,tt0388795
949709,High Forces,危机航线,"""Anyone? There is ......"" A mysterious message from Gao Haojun comes from ten thousand meters in the air. A five-star A380 ultra-luxury airliner was hijacked on its international maiden voyage, and international security expert Gao Haojun stood up to a group of thugs, his daughter Xiaojun was trapped in the cabin, and Mike, the leader of the hijackers, threatened the lives of more than 800 people in the plane as a bargaining chip, and Xiaojun's mother, Fu Yuan, was also in danger. ...... Will the passengers on board be able to land safely and how should this crisis be resolved?",Skyrocketing Heartbeat,Released,2024-09-29,115,0,41923655,10.1595,6.203,37,zh,Action|Crime,CN,tt17501870
1315405,Hanami,Hanami,"On a remote volcanic island that everybody wants to leave, little Nana learns to stay. Her mother, Nia, went into exile right after she was born and Nana grows up in the family of her father. One day, the family learns that Nia is ill. Nana begins to develop high fevers and is sent to the foot of a volcano for treatment. There she encounters a world steeped in magical realism, between dreams and reality. Later, when Nana is a teenager, her mother Nia finally returns to the island.",,Released,2025-05-15,96,0,20029,10.0912,7.8,5,pt,Drama|Fantasy,CV|PT|CH,tt29344907
1286185,The Carpenter's Son,The Carpenter's Son,"A remote village in Roman-era Egypt explodes into spiritual warfare when a carpenter, his wife and their child are targeted by supernatural forces.",Deliver us from evil.,Released,2025-11-13,94,10000000,0,9.9735,5.7,60,en,Horror,FR|US|GB,tt32304349
638,Lost Highway,Lost Highway,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgängers, and an impossible transformation inside a prison cell.","""TWO THUMBS DOWN!"" TWO MORE GREAT REASONS TO SEE...",Released,1997-01-15,134,15000000,3836866,9.7656,7.539,2888,en,Drama|Thriller|Mystery,FR|US,tt0116922
1548113,The Muppet Show,The Muppet Show,"Music, comedy, and a whole lot of chaos is bound to ensue when The Muppets once again take the stage of the original Muppet Theatre with their very special guest, Sabrina Carpenter!",It's time to raise the curtain.,Released,2026-02-03,32,0,0,9.7309,7.2,81,en,Comedy|Family|Music|TV Movie,US,tt37969426
1432547,All You Need is Kill,All You Need is Kill,"When a massive alien flower known as ""Darol"" unexpectedly erupts in a deadly event, unleashing monstrous creatures that decimate the population of Japan, Rita is caught in the destruction—and killed. But then she wakes up again. And again. Caught in an endless time loop, Rita must navigate the trauma and repetition of death until she crosses paths with Keiji, a shy young man trapped in the same cycle. Together, they fight to break free from the loop and find meaning in the chaos around them.",Live for tomorrow. Die today.,Released,2026-01-09,86,0,0,9.6929,6.0,6,ja,Animation|Action|Mystery|Science Fiction,JP,tt36148135
1401281,The Testament of Ann Lee,The Testament of Ann Lee,"An epic fable about religious leader Ann Lee, the founding leader of the Shaker Movement, who was proclaimed by her followers as the female Christ.",The Earth will shake and tremble.,Released,2025-12-25,137,10000000,1727085,9.6713,7.0,21,en,Drama|History|Music,US|GB|SE|CY|HU,tt34819091
615173,The Witch: Part 2. The Other One,마녀(魔女) Part2. The Other One,"A girl wakes up in a huge secret laboratory, then accidentally meets another girl who is trying to protect her house from a gang. The mystery girl overthrows the gang with her unexpected powers, and laboratory staff set out to find her.",The beginning of everything.,Released,2022-06-15,137,0,23068596,9.5213,7.368,424,ko,Action|Mystery|Thriller|Science Fiction,KR,tt13721828
1547999,An Unstable Marriage,An Unstable Marriage,A woman investigates clues into her husbands disappearance at the equestrian center they run together.,,Released,2026-02-12,90,0,0,9.4599,0.0,0,en,Drama|Thriller,US,tt37889955
1022046,Youngblood,Youngblood,Hockey prodigy Dean Youngblood joins the Hamilton Bulldogs and has to deal with toxic behavior during his journey to the National Hockey League draft.,Take your shot.,Released,2026-03-06,104,0,0,9.3688,6.0,1,en,Drama,CA|US,tt22005882
18239,The Twilight Saga: New Moon,The Twilight Saga: New Moon,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",Forbidden to remember. Terrified to forget.,Released,2009-11-18,131,50000000,709827462,9.2846,5.991,9654,en,Adventure|Fantasy|Drama|Romance,US,tt1259571
1340355,Under Ninja,アンダーニンジャ,"The once-proud Japanese Ninja disappeared after the war when GHQ disbanded their organization.However, in reality ninjas still exist secretly and it is said that there are 200 thousand of them.And some elite ninjas are secretly operating behind the scenes in national-level struggles.On the other hand, grassroots ninjas often cannot find jobs, and one of them, Yun Yin Jiu Lang, also lives a life similar to that of the NEET generation.However, there is finally a major ""endurance"" around Ninomaru!",,Released,2025-01-24,123,0,8782158,9.2555,7.0,8,ja,Action,JP,tt33296582
1316147,Grand Prix of Europe,Grand Prix of Europe,"Edda, a young mouse and the daughter of fairground operator Erwin, dreams of becoming a race car driver. Ahead of the 50th anniversary of the European Grand Prix, Edda gets the opportunity to meet her idol, racing star Ed, and to help her father save his failing business. But to do so, she'll have to get behind the wheel herself.",,Released,2025-07-18,98,0,14929479,9.1694,7.3,39,de,Animation|Adventure|Comedy,DE|GB,tt32897929
1302848,Class Reunion,T’as pas changé,"Feeling nostalgic about their high school days, Hervé, Maxime, and Jordy decide to host a grand reunion party to reconnect and celebrate their 30-year graduation anniversary. However, their idealised memories clash with reality: no one wants to come, especially their former classmates Anne and Marion, who are determined to sabotage the event. For the first time, the trio face a harsh realisation – could it be that all this time they’ve been nothing but a bunch of pretentious jerks? Determined to make amends, they embark on a hilarious quest to prove to the world and themselves that they can be better men.",Aging was not part of the plan...,Released,2025-11-05,94,0,0,9.1661,5.733,45,fr,Comedy,FR,tt21068440
1352624,The Mastermind,The Mastermind,"In a sedate Massachusetts suburb circa 1970, unemployed family man and amateur art thief J.B. Mooney sets out on his first heist. With the museum cased and accomplices recruited, he has an airtight plan. Or so he thinks.",It’s not stealing if you don’t get caught.,Released,2025-10-16,110,0,0,9.1621,5.766,145,en,Crime|Drama,GB|US,tt33455099
1242526,Sound of Hope: The Story of Possum Trot,Sound of Hope: The Story of Possum Trot,"Led by Donna and Reverend W.C. Martin, 22 families from a rural Black church in the small East Texas town of Possum Trot adopt 77 of the most difficult-to-place kids in the foster system and kickstart a movement in the process.",The fight for kids begins.,Released,2024-07-04,130,8500000,11721425,9.1003,6.975,60,en,Drama,US,tt6881490
1422117,For Worse,For Worse,"Lauren, a newly divorced, sober mom, feels like she has a new lease on life after joining her first acting class and starting a fling with her hot, young scene partner. However, when they attend their Gen Z classmate's wedding together, things begin to fall apart, and Lauren finds herself behaving like a drunk 25-year-old bridesmaid. Luckily after a disastrous night she stumbles into a new day and a new beginning.",Love never gets old.,Released,2026-02-27,90,0,0,9.0697,5.0,1,en,Drama|Comedy|Romance,US,tt31590095
1309083,Dolly,Dolly,"Young Macy is abducted by a deranged, monstrous figure who wants to raise her as its child.",Mommy Knows Best,Released,2026-03-06,83,0,480000,9.0206,9.0,1,en,Horror,US,tt32639175
1405769,I Can Only Imagine 2,I Can Only Imagine 2,"After the breakout success of the song 'I Can Only Imagine', MercyMe's Bart Millard is living the dream—sold-out arenas, a devoted fanbase, and a thriving career. But behind the spotlight, Bart's past threatens the family he's built, especially the fragile bond with his son Sam. When hopeful newcomer Tim Timmons joins the band for their biggest tour yet, he unknowingly brings a renewed gratitude to Bart's life through their unlikely friendship. Bart soon discovers that Tim carries hardships—and secrets—of his own, forcing him to face his past and repair his relationships with Sam and his wife Shannon before fame costs him what matters most.",Some stories deserve an encore.,Released,2026-02-19,110,18000000,8234991,9.0011,6.0,2,en,Drama|Music,US,tt34888646
1288608,Rest Area,Rest Area,"Five crazy rich people are stranded at a remote rest area during their nighttime journey. What was supposed to be a stopover turns into a nightmare when they are attacked by the Kresek Ghost, a wandering spirit with a face covered in black plastic, seeking revenge for past sins. One by one, they begin to lose control, terrorized relentlessly in every dark corner. The dark secrets they have been hiding are slowly revealed. What fatal mistake have they committed? And… can they survive the revenge that comes from beneath the ground?",5 crazy rich terjebak di rest area angker.,Released,2025-10-02,79,0,0,8.8883,4.2,2,id,Horror|Thriller,ID,tt37578527
1214130,Stitch Head,Stitch Head,"Stitch Head was the first creature brought to 'almost life' by mad professor Erasmus. In the years since, he’s become nursemaid to the master’s ever-growing menagerie of neglected creatures, tasked with teaching them to suppress their 'inner monster' and hide out in the castle — away from prying eyes and itchy pitchfork fingers, of the village mob in the valley below. But when grubby circus impresario Fulbert Freakfinder arrives offering Stitch Head a starring role in his freak show, our hero is tempted by the promise of love and acceptance.",Being different is the main attraction.,Released,2025-10-16,91,34800000,6495978,8.8852,7.1,27,en,Animation|Adventure|Family|Comedy,DE|LU|IN|US|GB,tt26720001
1175174,Fackham Hall,Fackham Hall,"A new porter embarks on an unlikely relationship with the youngest daughter of a prominent English family. Simultaneously, rivalries are spilling over in the Davenport family, led by the Lord and Lady as they also weather the epic failure of the wedding of their eldest daughter to her caddish cousin.",Born to aristocracy. Bred for idiocy.,Released,2025-12-05,97,0,0,8.8333,6.841,91,en,Comedy|History,GB|US,tt29008225
975335,Magellan,Magalhães,"A navigator rebells against the power of the King, due to his humanism and belief in justice. But once he is finally in command of the Spice Fleet, in which he will make the first circumnavigation of the Earth, what will his journey unravel about himself?",,Released,2025-09-10,164,2340000,0,8.8245,5.6,11,pt,History|Adventure|Drama,PH|PT|ES|FR|TW,tt36456563
1107216,Pets on a Train,Falcon Express,"When a train unexpectedly starts up, taking only pets with it, the animals discover that Hans, a badger with a grudge is behind it all. While the crash seems inevitable, the animals can count on Falcon, a roguish Raccoon who will do anything to save them.",Adventure off the rails.,Released,2025-07-02,87,0,12035687,8.7454,6.9,39,fr,Animation|Comedy|Adventure|Thriller,FR|US,tt36424914
1305715,Unexpected Family,过家家,"When an aging local starts to lose his memory, those around him decide to recreate an important family moment in his life for him to relive. What they discover isn't what they expect — about both themselves and about the mysterious man's past.",,Released,2026-01-01,121,0,6566477,8.7394,7.2,9,zh,Comedy|Drama,CN,tt31738051
1550740,Domani interrogo,Domani interrogo,A story set in a school on the outskirts of Rome.,,Released,2026-02-19,95,0,0,8.6877,6.188,8,it,Drama,IT,tt37264758
999075,Left-Handed Girl,左撇子女孩,"A mother and her two daughters move to Taipei to open a noodle stand at a vibrant night market, but family secrets and tradition test their fresh start.",,Released,2025-09-17,109,0,0,8.6855,7.318,137,zh,Drama,FR|US|GB|TW|SG,tt27722618
24021,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",It all begins... with a choice.,Released,2010-06-23,124,68000000,698491347,8.6599,6.195,9168,en,Adventure|Fantasy|Drama|Romance,US,tt1325004
1078581,Giant,Giant,"Follows Prince Naseem Hamed from his humble beginnings on the tough working-class streets of Sheffield and his discovery by Ingle, himself a steel industry worker turned boxing trainer. Their unlikely partnership, Naz’s unorthodox style, cocky persona, and sheer dominance in the ring propelled them to the top of boxing’s elite and unprecedented levels of global superstardom, all in the face of the rampant Islamophobia and racism of ’80s and 90’s Britain.",,Released,2025-01-14,110,0,0,8.6142,6.7,10,en,Drama|History,US|GB,tt26452616
1086260,The Astronaut,The Astronaut,"After returning from her first space mission, astronaut Sam Walker is placed under NASA’s care at a high security house for rehabilitation and medical testing. However, when disturbing occurrences begin happening around the property, she fears that something extraterrestrial has followed her back to Earth",She didn't come back to Earth alone.,Released,2025-09-26,90,0,0,8.5395,5.879,232,en,Science Fiction|Horror|Thriller,US,tt13964560
9392,The Descent,The Descent,"After a personal tragedy, Sarah joins her friends on a caving expedition in the Appalachian Mountains. But when a rockfall traps them deep underground, their adventure turns into a nightmare. As they search for a way out, the group discovers they are not alone—lurking in the darkness are savage, cave-dwelling creatures. With rising tension and dwindling trust, the women must fight to survive against both the predators and each other.",Scream your last breath.,Released,2005-07-08,100,3500000,57130027,8.5048,6.978,4302,en,Adventure|Horror,GB,tt0435625
11220,Fallen Angels,墮落天使,"An assassin goes through obstacles as he attempts to escape his violent lifestyle despite the opposition of his partner, who is secretly attracted to him.",The night's full of weirdos.,Released,1995-09-06,98,0,0,8.4505,7.675,1252,cn,Action|Romance|Crime,HK,tt0112913
478798,Sons of the Neon Night,風林火山,"A massive explosion and shootout in snowy Causeway Bay, Hong Kong, reveals a pharmaceutical heir's plot. His father's death in hospital triggers a drug war, destabilizing both legitimate and criminal worlds.",Bloodline can be deadly.,Released,2025-10-01,125,50000000,12194726,8.3749,5.4,21,cn,Action|Crime|Thriller,HK|CN,tt4968738
38780,Rampage,Rampage,"The boredom of small town life is eating Bill Williamson alive. Feeling constrained and claustrophobic in the meaningless drudgery of everyday life and helpless against overwhelming global dissolution, Bill begins a descent into madness. His shockingly violent plan will shake the very foundations of society by painting the streets red with blood.",Vengeance is ruthless.,Released,2009-09-27,84,120,428,8.374,5.959,467,en,Action|Crime|Thriller,CA|DE,tt1337057
1134463,Dreams,Dreams: Sueños,"A powerful socialite and a promising ballet dancer begin a dangerous affair. When he secretly crosses the US-Mexico border, she takes desperate measures to protect their future together.",,Released,2025-07-10,98,0,0,8.37,6.216,51,es,Romance|Thriller|Drama,MX|US|GB,tt31710990
1479650,The Metropolitan Opera: Tristan und Isolde,The Metropolitan Opera: Tristan und Isolde,"The electrifying Lise Davidsen tackles one of the ultimate roles for dramatic soprano: the Irish princess Isolde in Wagner’s transcendent meditation on love and death. Heroic tenor Michael Spyres stars opposite Davidsen as the love-drunk Tristan.  Mezzo-soprano Ekaterina Gubanova reprises her signature portrayal of Brangäne, alongside bass-baritone Tomasz Konieczny, who sings Kurwenal after celebrated Met appearances in Wagner’s Der Fliegende Holländer and Ring cycle. Bass-baritone Ryan Speedo Green makes an important role debut as King Marke.",,In Production,2026-03-21,312,0,0,16.2523,0.0,0,de,,,
1582770,Dhurandhar: The Revenge,धुरंधर: द रिवेंज,"As rival gangs, corrupt officials and a ruthless Major Iqbal close in, Hamza's mission for his country spirals into a bloody personal war where the line between patriot and monster disappears in the streets of Lyari.",The Story Of The Unknown Men Unfolds,Post Production,2026-03-18,235,22500000,0,16.0457,0.0,0,hi,Action|Crime|Thriller,IN,tt39139925
1290432,A Private Life,Vie privée,"When renowned psychiatrist Lilian Steiner learns of the sudden death of a patient, she suspects murder. She mounts a private investigation, enlisting an odd assortment of quirky characters.",,Released,2025-09-27,108,0,0,15.7642,5.838,99,fr,Crime|Mystery,FR,tt33852162
1119449,"Good Luck, Have Fun, Don't Die","Good Luck, Have Fun, Don't Die",A man claiming to be from the future takes the patrons of an iconic Los Angeles diner hostage in search of unlikely recruits in a quest to save the world.,Time is running out. Are you ready to join the revolution?,Released,2026-02-13,134,20000000,6720070,15.7501,7.5,43,en,Science Fiction|Action|Adventure,US|DE,tt1341338
1358275,Strike - Figli di un’era sbagliata,Strike - Figli di un’era sbagliata,,,Released,2026-03-26,0,0,0,15.7219,0.0,0,it,Drama,IT|ES,tt32634034
1140498,Is This Thing On?,Is This Thing On?,"As their marriage quietly unravels, Alex faces middle age and an impending divorce, seeking new purpose in the New York comedy scene while Tess confronts the sacrifices she made for their family—forcing them to navigate co-parenting, identity, and whether love can take a new form.",,Released,2025-12-19,121,0,866747,15.6812,6.554,65,en,Comedy|Drama,GB|US,tt28083456
