movie_id,title,original_title,overview,tagline,status,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,original_language,genres,production_countries,imdb_id
404141,Nick Cave & The Bad Seeds: One More Time with Feeling,Nick Cave & The Bad Seeds: One More Time with Feeling,"Andrew Dominik's One More Time With Feeling is a remarkable black and white documentary which chronicles the creation of Nick Cave & The Bad Seeds' album Skeleton Tree. Originally a performance based concept, the film evolved into something much more significant as Dominik delved into the tragic backdrop of the writing and recording of the album. The result is stark, fragile and raw, and a true testament to an artist trying to find his way through the darkness. It documents the writing, recording and performing of Nick Cave & the Bad Seeds’ sixteenth studio album, Skeleton Tree.",,Released,2016-09-02,113,0,0,22.3689,7.9,103,en,Documentary|Music,FR|GB,tt5777628
982843,The Great Flood,대홍수,"When a raging flood traps a researcher and her young son, a call to a crucial mission puts their escape — and the future of humanity — on the line.",The last day on earth. The one choice for survival.,Released,2025-09-18,107,0,0,22.3615,5.996,616,ko,Science Fiction|Adventure|Drama,KR,tt29927663
1588846,Ekis,Ekis,"Erik Matti’s classic Ekis gets a bold reboot with an all-girls ensemble led by Angela Morena, Cheena Dizon, and Aliya Raymundo. A crew of female thugs launches a kidnap-for-ransom plot, but when things go wrong, escaping the chaos becomes impossible.",Tirahin mo nang patalikod,Released,2025-12-19,107,0,0,22.2988,6.25,4,tl,Drama,PH,tt39018730
402431,Wicked,Wicked,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.",Everyone deserves the chance to fly.,Released,2024-10-16,162,150000000,758737211,22.2768,6.9,2899,en,Drama|Romance|Fantasy,US,tt1262426
1021635,Za reipu: Niku-kei,ザ・レイプ　肉刑,"This unique work depicts in a thrilling way the fear of being isolated in a locked room in the urban jungle, through a man's abnormal sexual urges and a woman who is his target.","The nightmarish day that befell the newly ripened wife - a secret room where she was imprisoned, abused and tortured!",Released,1982-07-09,60,0,0,22.2365,2.0,2,ja,Drama,JP,tt10044284
127623,Where Can You Go Without the Little Vice?,Dove vai se il vizietto non ce l'hai?,Two detectives are hired to discover if a rich industrialist is having an affair. The detectives pose as a gay butler and as a female cook in order to spy on all of the happenings within the house.,,Released,1979-08-04,86,0,0,22.2097,5.554,28,it,Comedy,IT,tt0079072
74822,Judge Fayard Called the Sheriff,Le Juge Fayard dit Le Shériff,"Jean-Marie Fayard is a young examining magistrate in a large provincial french city. He belongs to that generation of judges who are endeavoring to re-adapt the notion of justice to our changing times. His methods are not agreeable to every one. Criticism and pressure are brought to bear upon him but he is aware of his value, professionally, and refuses to make any concessions. He follows an unwavering course. He uses dynamic methods and takes uncustomary initiatives. He behaves like a crusader, a battler, whence the nickname given him by the reporters : the sheriff.",,Released,1977-01-12,112,0,0,22.1879,6.9,47,fr,Drama|Crime,FR,tt0076242
1222297,Il Turco in Italia - Festival d'Aix-en-Provence,Il Turco in Italia - Festival d'Aix-en-Provence,"In the bright sunlight of opera buffa, a handsome Turkish prince (with an agile bass voice) lands on the coast of Naples looking for amorous adventures. In no time at all he meets a vivacious Italian girl (a coquettish virtuoso soprano), who is accustomed to flitting between admirers, much to the displeasure of her elderly husband. This little group carries on its flirtations, rivalries and quarrels under the delighted eyes of the poet Prosdocimo, who, as it happens, has been seeking inspiration for a dramma buffo.",,Released,2014-04-07,174,0,0,22.1405,0.0,0,en,Music,,
1434973,The Truce,La tregua,"Karlag, short for Karaganda Corrective Labor Camp, was one of the largest labor camps within the Soviet Gulag system. Established in 1931, it was located in the Karagandy Region of Kazakhstan. The film will explore the hardships faced by people during the 1930s-1950s and the resilience of human dignity despite the daily struggle for survival. The atmosphere of Karlag will be conveyed through costumes, props, and sets created after extensive research in archives and museums.",,Released,2025-10-10,150,0,0,22.1069,6.313,8,es,Drama|History,ES|KZ,tt35091739
1495694,Beauty from Pain,Beauty from Pain,"After a devastating heartbreak, an aspiring musician escapes to Australia. She agrees to a no-strings romance with a billionaire winemaker, but when she falls in love she must choose to walk away or risk her heart on a man afraid to love.",,Released,2025-12-18,116,0,0,22.0413,7.269,13,en,Romance|Drama,AU,tt36585628
1119878,Ice Road: Vengeance,Ice Road: Vengeance,"Big rig ice road driver Mike McCann travels to Nepal to scatter his late brother’s ashes on Mt. Everest. While on a packed tour bus traversing the deadly 12,000 ft. terrain of the infamous Road to the Sky, McCann and his mountain guide encounter a group of mercenaries and must fight to save themselves, the busload of innocent travelers, and the local villagers’ homeland.",,Released,2025-06-27,113,0,0,22.0129,6.2,589,en,Action|Thriller|Drama,US,tt27621210
337404,Cruella,Cruella,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",Hello cruel world.,Released,2021-05-26,134,200000000,233503234,21.9936,7.975,9937,en,Comedy|Crime|Adventure,US,tt3228774
1043197,Dust Bunny,Dust Bunny,"Ten-year-old Aurora asks her hitman neighbor to kill the monster under her bed that she claims ate her family. To protect her, he must battle an onslaught of assassins while accepting that some monsters are real.",Sometimes there really are monsters under your bed.,Released,2025-12-11,106,0,928164,21.9391,6.553,193,en,Fantasy|Action|Thriller,US|CA|HU,tt23172090
108610,Manay Po!,Manay Po!,"Manay Po tells the story of Luz, a small time jeweler who dreams of making it big so as to provide a better life for her family. Her life revolves around her brood of three, namely, Oscar, Orson and Orwell and her live-in boyfriend Gerry. With the help of her good friend and maid Maritess, Luz was able to raise her children normally despite the absence of a husband. In spite of her children's questionable sexualities, their family paints a picture of a happy family - a home filled with laughter and unconditional love.",,Released,2006-05-31,98,0,0,21.9275,4.962,13,tl,Comedy,PH,tt0809517
701387,Bugonia,Bugonia,"Two conspiracy obsessed young men kidnap the high-powered CEO of a major company, convinced that she is an alien intent on destroying planet Earth.","Of all the abductions, this one is different.",Released,2025-10-23,119,50000000,40796580,21.9203,7.353,1576,en,Science Fiction|Thriller|Comedy,IE|KR|US|CA,tt12300742
73861,A Serbian Film,Srpski film,"Retired porn star Milos leads a normal family life trying to make ends meet. Presented with the opportunity of a lifetime to financially support his family for the rest of their lives, Milos must participate in one last mysterious film. From then on, Milos is drawn into a maelstrom of unbelievable cruelty and mayhem.",Not all films have a happy ending,Released,2010-01-06,104,0,0,21.8815,5.428,2178,sr,Crime|Horror|Thriller,RS,tt1273235
1133271,Trust Nobody 2: Still No Trust,Trust Nobody 2: Still No Trust,"Bricks is back for revenge after the love of his life attempted to kill him and take his bag of money, which had a million dollars of his hard earnings. Bricks is about to bring havoc to any and everybody involved.",A family that lives by the gun dies by the gun.,Released,2023-05-26,125,0,0,21.8785,6.0,3,en,Crime|Action|Thriller|Drama,,tt26084464
671,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",Let the magic begin.,Released,2001-11-16,152,125000000,976475550,21.8755,7.899,29239,en,Adventure|Fantasy,GB|US,tt0241527
1022789,Inside Out 2,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",Make room for new emotions.,Released,2024-06-11,97,200000000,1698863816,21.8158,7.547,6509,en,Animation|Adventure|Comedy|Family,US,tt22022452
1456643,Shamshan Ghat,Shamshan Ghat,"Star Cast : Tina Joshi, Sapna Sappu, Ali Khan, Shah Gayaz Khan, Sohail Khan, Mahendi Merchant, Ankush Mohit, Anil Nagrath, Vinod Tripathi.  Director : Shammi Khan  Writer : Rajan-Dilip  Genre : Horror",,Released,2003-01-01,100,0,0,21.8083,0.0,0,hi,Horror,,
1252037,The Tank,Der Tiger,"A German Tiger tank crew is sent on a dangerous mission to rescue the missing officer Paul von Hardenburg from a top-secret bunker behind enemy lines. As they make their way through the lethal no-man's land, they must confront not only the enemy, but also their own fears and inner demons. Fueled by the Wehrmacht's methamphetamine, their mission increasingly becomes a journey into the heart of darkness.",,Released,2025-09-18,117,0,0,21.8003,7.089,366,de,War|Action|Drama,DE,tt31495504
245542,Die Magd von Heiligenblut,Die Magd von Heiligenblut,"The wealthy farm heir Toni loves the maid Maria, but is supposed to marry the wealthy neighbor's daughter Annerl. She only has eyes for a penniless woodcarver. Only when Toni's stubborn father dies does a future for the lovers begin.",,Released,1956-12-20,0,0,0,21.7814,5.0,2,de,Drama|Romance,AT,tt0049460
1241982,Moana 2,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",The ocean is calling them back.,Released,2024-11-21,100,150000000,1059242164,21.7799,6.998,2962,en,Animation|Adventure|Family|Comedy|Fantasy,CA|US,tt13622970
420817,Aladdin,Aladdin,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,Choose wisely.,Released,2019-05-22,127,183000000,1054304000,21.7693,7.087,10516,en,Adventure|Fantasy|Romance|Family,US,tt6139732
65532,Strangers in the House,Les Inconnus dans la maison,"Loursat, a lawyer, lives with his daughter Nicole in a sinister and vast bourgeois residence. Abandoned for nearly twenty years by his wife, the brilliant lawyer has sunk into alcoholism and his relationship with his daughter is virtually non-existent. However, one day the corpse of a stranger is discovered in the residence of Loursat. Nicole, who frequents a gang of young people who escape boredom by stealing cars and other objects, is immediately suspected.",,Released,1942-05-16,95,0,0,21.7603,6.975,20,fr,Drama|Crime|Mystery,FR,tt0034893
1470086,Ligaw,Ligaw,"A sultry woman who charms the hearts of men in a remote province. Dolores, a devoted wife to her paraplegic husband, falls for a young mountaineer. What begins as a reckless escape turns into an affair drenched in passion and secrecy.",,Released,2025-05-09,85,0,0,21.7571,6.667,6,tl,Drama|Romance,PH,tt36695572
12159,What Dreams May Come,What Dreams May Come,"Chris Nielsen dies to find himself in a heaven more amazing than he could have ever dreamed of. There is one thing missing: his wife. After he dies, his wife Annie killed herself and went to hell. Chris decides to risk eternity in Hades for the small chance that he will be able to bring her back to heaven.",After life there is more. The end is just the beginning.,Released,1998-10-02,113,85000000,71485043,21.6154,7.195,2442,en,Drama|Fantasy|Romance,US,tt0120889
109445,Frozen,Frozen,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",Who will save the day? The ice guy? The nice guy? The snow man? Or no man?,Released,2013-11-20,102,150000000,1274219009,21.5692,7.249,17406,en,Animation|Family|Adventure|Fantasy,US,tt2294629
84654,Black Orchid,Black Orchid,"Caught in a loveless marriage, Dr. John Winnington (Ronald Howard) can't stop himself from falling for his wife's (Mary Laura Wood) younger sister, Christine (Olga Edwardes). But when he suddenly becomes the prime suspect in his wife's tragic murder, John relies on his friend Eric (John Bentley) to clear his name. This classic murder mystery encourages viewers to evaluate all of the clues and guess the killer's identity.",,Released,1953-02-01,58,0,0,21.5211,4.444,9,en,Mystery|Crime|Drama,GB,tt0243152
365083,Harvest Lake,Harvest Lake,"Five friends fall under the seductive influence of a libidinous, otherworldly presence that threatens to change their lives forever in this strange and erotic new film from director Scott Schirmer and producer Brian K. Williams.",Become One With Nature,Released,2016-03-11,75,0,0,21.4732,3.242,33,en,Horror,US,tt5129156
586068,Malibu,Malibú,Ernesto has found a peculiar way to meet people and earn a living: provoking car accidents.,,Released,2021-09-19,0,0,0,21.463,5.8,4,es,Drama|Action,MX,tt13535964
1586841,The Trip 8,El paseo 8,"After meeting in Paris, Rosa and Pierre, her French boyfriend, decided to travel to Colombia with the hope of celebrating their wedding and spending their honeymoon. But plans change after introducing the in-laws, who, driven by a bombshell secret, decide to stop the happy marriage at all costs. Amid absurd situations and a dog who, apparently, is the only sane one on the trip, the long-awaited honeymoon will end up turning into a real honeymoon from hell.",The bitter moon,Released,2025-12-25,91,0,0,21.4586,8.0,7,es,Comedy,CO,
757610,Katie: The Year of a Child,Katie: The Year of a Child,"Katie, the 14-year-old daughter of a travelling family, is left in charge of an ailing mother and her nine brothers and sisters in Dublin whilst her father is in England seeking his fortune.",,Released,1979-12-13,70,0,0,21.436,0.0,0,en,Drama|TV Movie,IE|GB,tt0771281
475762,Return to Justice,Return to Justice,Photojournalist Bo (Griffin O'Neal) and his girlfriend Angie (Tawny Fere) are captured and falsely imprisoned in Colombia. Angie's Sheriff / cowboy father Jethro (Richard Lynch) vows to use every method at his disposal to secure their freedom.,In the tradition of Midnight Express.,Released,1990-01-01,88,0,0,21.4313,5.4,5,en,Drama|Action,US|ZA,tt0152182
671318,¿Y Cómo Es Él?,¿Y Cómo Es Él?,"Thomas is a meek man on the verge of a nervous breakdown. Despite his situation he decides to fake a work trip to go to Vallarta to confront Jero, a taxi driver who is sleeping with his wife.",,Released,2022-04-07,95,0,1478358,21.3268,7.504,260,en,Comedy|Drama,US,tt8928230
345860,"The Rough, Tough West","The Rough, Tough West","Charles Starrett returns as the Durango Kid in Columbia's Rough, Tough, West. For most of the film, however, Starrett is known as ""Steve Holden,"" a former Texas Ranger who comes to a wide-open mining town to visit an old friend (Jack -- later Jock -- Mahoney). Alas, said friend has turned bad, and is busy arranging a major land grab when Steve arrives on the scene. With deep regret, our hero dons his Durango disguise to thwart his ex-friend's criminal activities.",,Released,1952-06-14,54,0,0,21.3189,5.5,2,en,Western|Music,US,tt0045107
1137618,The Rooster,The Rooster,"When the body of his oldest friend is found buried in a shallow grave, Dan, a small-town cop, seeks answers from a volatile hermit who was the last person to see his friend alive. As Dan gets closer to the truth, he must confront his own personal demons and he discovers that hope can be found in unlikely places.",,Released,2024-02-22,101,0,0,21.3017,5.647,17,en,Drama|Mystery,AU,tt21336930
372058,Your Name.,君の名は。,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.","Separated by distance, connected by fate.",Released,2016-08-26,106,7500000,405320132,21.2655,8.479,12339,ja,Animation|Romance|Drama,JP,tt5311514
1492094,Every Time You Lose Your Mind: A Film About Failure,Every Time You Lose Your Mind: A Film About Failure,"Like a falling satellite blazing across the musical landscape, Failure flamed-out in the late ‘90s, their promising rise derailed by drug addiction. Every Time You Lose Your Mind documents the origins, downfall, and rebirth of the pioneering trio.",,Released,2025-06-26,117,0,0,21.2292,5.5,2,en,Music|Documentary,,
230858,The Parrot and the Swan,El loro y el cisne,"Loro, a sound recordist, meets Luciana, a dancer, and falls in love whit her.  When she quits their ballet production and leaves, Loro looks for her in San Francisco, Argentina.",,Released,2013-10-11,100,0,0,21.1723,7.0,6,es,,AR,tt2805254
800373,A Life for Movies: Lotte Eisner,Ein Leben für den Film - Lotte Eisner,"Born in Berlin in 1896, Lotte Eisner became famous for her passionate involvement in the world of both German and French cinema. In 1936, together with Henri Langlois, she founded the Cinémathèque Française with the goal of saving from destruction films, costumes, sets, posters, and other treasures of the 7th Art. A Jew exiled in Paris, she became a pillar of the capital's cultural scene, where she promoted German cinema.",,Released,2021-02-24,55,0,0,21.1703,8.5,2,de,Documentary,FR|DE,tt14101856
12482,Love Is Colder Than Death,Liebe ist kälter als der Tod,"Small-time pimp Franz is torn between his mistress and Bruno, the gangster sent after him by a shady crime syndicate he has refused to join.",,Released,1970-01-16,88,0,0,21.1557,6.2,57,de,Crime|Drama,DE,tt0064588
673,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",Something wicked this way comes.,Released,2004-05-31,141,130000000,789804554,21.1442,8.008,22902,en,Adventure|Fantasy,GB|US,tt0304141
2972,The Golem: How He Came Into the World,"Der Golem, wie er in die Welt kam","In 16th-century Prague, a rabbi creates the Golem - a giant creature made of clay. Using sorcery, he brings the creature to life in order to protect the Jews of Prague from persecution.",,Released,1920-10-29,85,0,0,21.1113,7.009,234,de,Fantasy|Horror,DE,tt0011237
728402,E se per caso una mattina...,E se per caso una mattina...,"A middle-aged man, married with children, leaves his family to follow a hippy girl. Among the girl's acquaintances there is a boy who is expert in making moccasins and the man tries to exploit him commercially. But the attempt fails and, since he has become jealous of the girl, the man kills the boy and the girl. Then he goes back to his family.",,Released,1972-07-25,82,0,0,21.1016,4.5,1,it,Comedy|Drama,IT,tt0207942
675982,Tres Romeos y una Julieta,Tres Romeos y una Julieta,,,Released,1961-01-01,85,0,0,21.0807,5.0,2,es,,MX,tt0237849
872585,Oppenheimer,Oppenheimer,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,The world forever changes.,Released,2023-07-19,181,100000000,952000000,21.0789,8.034,11447,en,Drama|History,GB|US,tt15398776
950396,The Gorge,The Gorge,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.",The world's most dangerous secret lies between them.,Released,2025-02-13,128,70000000,0,21.0718,7.625,3483,en,Romance|Science Fiction|Thriller,US,tt13654226
1196946,Ikkis,इक्कीस,"Second Lieutenant and India's youngest Param Vir Chakra recipient, Arun Khetarpal, gave his life fighting for his battalion and the country during the 1971 Battle of Basantar. Ikkis also takes a reflective look at the futility of war through the eyes of Khetarpal's father, who visits his ancestral home in Sargodha and Alma Mater for reunion, which now happens to be in post-partition Pakistan, 30 years later.","He was 21, will remain as that.",Released,2026-01-01,148,0,0,21.0632,5.9,11,hi,History|War|Drama,IN,tt15464188
803737,Who We Are: A Chronicle of Racism in America,Who We Are: A Chronicle of Racism in America,"Jeffery Robinson's talk on the history of U.S. anti-Black racism, with archival footage and interviews.",The enemy is us.,Released,2022-01-14,117,0,234217,21.0567,8.0,12,en,Documentary,US,tt14030682
687259,Ghost Stories,镜花风月三之螺女挑情,,,Released,1982-01-01,80,0,0,21.0189,6.2,2,zh,Horror,TW,
625119,The Spring Outside the Fence,竹籬笆外的春天,"The rebellious and free-spirited Li Lin and the introverted Wu Ai-hua are best friends who grow up together in the military dependents' village. However, they both fall in love with pilot He Kang, their mutual childhood friend. After He Kang is killed in a crash, the village only reminds the heartbroken girls of the tragedy. They escape to Taipei and work as hostess and accountant, earning a living from American soldiers on leave from Vietnam. The girls reunite with Michael, an American flight instructor, at the club. Michael ardently pursues Li Lin, but struggling to forget He Kang, Li Lin rejects Michael' s proposal. Having taken different paths, the two girls eventually return to their childhood village, reminiscing about the bonds of the past.",,Released,1985-08-10,112,0,0,20.9922,0.0,0,zh,Drama,TW,tt2732686
475557,Joker,Joker,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",Put on a happy face.,Released,2019-10-01,122,55000000,1078958629,20.9769,8.127,27390,en,Crime|Thriller|Drama,CA|US,tt7286456
918505,The Fable of Higher Education That Was Too High for the Old Man,The Fable of Higher Education That Was Too High for the Old Man,"Buchanan Bartlett, shiftless son of Hiram Bartlett, farmer retired, is sent to college to learn things. Father becomes peeved when he receives a bill of expenditures a month later from his son, amounting to two hundred and fifty dollars. The old man decides to investigate things, and the following day finds him at the university.",,Released,1914-06-22,10,0,0,20.8965,0.0,0,en,Comedy,US,tt0003901
1112281,Cosa c’entra con l’amore,Cosa c’entra con l’amore,,,Released,1997-01-01,0,0,0,20.8951,0.0,0,it,Comedy,,tt0220374
276635,Experience Preferred... But Not Essential,Experience Preferred... But Not Essential,"A shy, introverted young girl takes a summer job at a seaside resort in Wales, where she finds the staff, the owners and patrons unlike anyone she has ever met before.",,Released,1982-12-22,80,0,822,20.8929,6.8,4,en,Comedy|TV Movie,GB,tt0083911
392733,Go Johnny Go,Go Johnny Go,"A 1997 Filipino comedy film starring Johnny Abarrientos, Rochelle Barrameda, and Willie Revillame.",,Released,1997-05-20,93,0,0,20.8928,0.0,0,tl,Comedy,PH,tt0377982
680,Pulp Fiction,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",You won’t know the facts until you’ve seen the fiction.,Released,1994-09-10,154,8000000,213928762,20.8694,8.486,29797,en,Thriller|Crime|Comedy,US,tt0110912
1038392,The Conjuring: Last Rites,The Conjuring: Last Rites,Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.,The case that ended it all.,Released,2025-09-03,136,55000000,499156445,20.8634,6.901,1679,en,Horror,US,tt22898462
308686,"Signed, Sealed, Delivered for Christmas","Signed, Sealed, Delivered for Christmas","With a duty to deliver every last letter before Christmas, the beloved quartet of post office detectives—Oliver, Shane, Rita and Norman—are working around the clock to redirect Santa’s mail just as Oliver runs into his former Sunday school teacher. When they receive an emotional last-minute plea not meant for Saint Nick, but instead written to God, they must delay their own travel plans to make sure one little girl doesn’t lose her Christmas joy—something Oliver and Shane are also struggling to find as they each face painful holiday memories. With a little guidance from a mysterious post office volunteer, Jordan, the Postables are more surprised than anyone to discover they've been a part of more than one miracle on this Christmas Eve.",,Released,2014-11-23,84,0,0,20.8266,6.672,32,en,Family|TV Movie,US,tt4065336
574475,Final Destination Bloodlines,Final Destination Bloodlines,"Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all.",Death runs in the family.,Released,2025-05-14,110,50000000,317854739,20.7918,7.057,2683,en,Horror|Mystery,US,tt9619824
878608,Resurrection,狂野时代,"In a future where humanity has surrendered its ability to dream in exchange for immortality, an outcast finds illusion, nightmarish visions, and beauty in an intoxicating world of his own making.","What is it that, once lost, you can never get back?",Released,2025-11-22,159,0,0,20.789,6.7,44,zh,Drama|Science Fiction|Fantasy,CN|FR,tt29002950
1280875,Fate/kaleid liner Prisma☆Illya 2wei!: Magical Girl in Hot Springs Inn,Fate/kaleid liner プリズマ☆イリヤ ツヴァイ! 魔法少女in温泉旅行,An OVA released between Fate/Kaleid Liner Prisma Illya 2Wei! and Fate/Kaleid Liner Prisma Illya 2Wei Herz!,,Released,2015-07-25,26,0,0,20.7626,10.0,1,ja,Animation|Fantasy|Comedy,,
298583,All Roads Lead to Rome,All Roads Lead to Rome,"Maggie is an uptight, single mother and college writing teacher from New York City. In an effort to reconnect with her troubled teen daughter Summer, she decides to embark on a journey to a Tuscan village where she frequented in her younger days. Upon arrival, Maggie runs into Luca a handsome former lover who is still a bachelor and lives with his eighty-year-old mother Carmen. Summer (missing her “bad boy” boyfriend in NYC) and Carmen (secretly planning a wedding against Luca’s wishes to MARCELINO, her one true love in Rome) impulsively steal Luca’s car and race off to Rome. Maggie and Luca quickly pursue allowing the two mismatched couples to spend some time together and develop a new understanding of each other.",Sometimes first love deserves a second chance...,Released,2016-01-14,90,0,0,20.745,5.0,262,en,Comedy|Romance,IT|US,tt4119278
13564,Return to House on Haunted Hill,Return to House on Haunted Hill,"Eight years have passed since Sara Wolfe and Eddie Baker escaped the House on Haunted Hill. Now the kidnapped Ariel, Sara's sister, goes inside the house with a group of treasure hunters to find the statue of Baphomet, worth millions and believed to be the cause of the House's evil.",,Released,2007-10-03,81,0,0,20.7409,5.478,321,en,Horror|Thriller,US|BG,tt0827782
1100988,28 Years Later,28 Years Later,"Twenty-eight years after the Rage virus outbreak, a heavily-defended island survives connected to the mainland by a single causeway. When one of the group leaves the island into the dark heart of the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other survivors as well.",Time didn't heal anything.,Released,2025-06-18,115,60000000,151308832,20.7381,6.609,2297,en,Horror|Thriller|Science Fiction,GB|US,tt10548174
50193,Joan Lui,Joan Lui - ma un giorno nel paese arrivo io di lunedì,"In a world ravaged by violence, and other serious social problems, Joan - a character that alludes to Christ (which represents the return to Earth) arrives to Italy by train and preaching for the salvation of mankind, condemning the hypocrisy and hedonism.",One day I will come and it will be on a Monday.,Released,1985-12-25,163,0,0,20.7362,5.2,30,it,Music|Adventure|Fantasy,DE|IT,tt0089375
1184918,The Wild Robot,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",Discover your true nature.,Released,2024-09-12,102,78000000,331982078,20.725,8.311,5790,en,Animation|Science Fiction|Family|Adventure,US,tt29623480
672,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage.",Something evil has returned to Hogwarts!,Released,2002-11-13,161,100000000,876688482,20.7193,7.704,23317,en,Adventure|Fantasy,GB|US|DE,tt0295297
1220564,The Secret Agent,O Agente Secreto,"Brazil, 1977. Marcelo, a technology expert in his early 40s, is on the run. Hoping to reunite with his son, he travels to Recife during Carnival but soon realizes that the city is not the safe haven he was expecting.","Brazil 1977, a time of great mischief.",Released,2025-07-23,161,5000000,14532477,20.7128,7.4,461,pt,Crime|Drama|Thriller,BR|FR|DE|NL|AR,tt27847051
799130,Redeemed,Redeemed,"After becoming the youngest female, minority judge elevated to the bench in her state, Angela Sylvester quickly finds herself trapped into a 'Kids for Pay' prison scam orchestrated by her boss.",The justified will rise.,Released,2021-02-18,79,0,0,20.7068,9.7,3,en,Drama,US,tt8170712
443547,Erasing Eden,Erasing Eden,A young woman sabotages her own wedding in order to reclaim her identity and obliterates her life in the process.,The truth can be messy,Released,2016-10-15,90,0,0,20.6223,4.0,6,en,Drama,US,tt2516326
1107940,Sunset: The Mystery of the Necklace of São Cajó,Pôr do Sol - O Mistério do Colar de São Cajó,"Follows the Bourbon de Linhaça family and their precious Necklace of São Cajó, that's been in the family for over 3500 years and hides secrets, curses and a mythical cod recipe.",,Released,2023-08-03,112,0,0,20.6191,7.0,7,pt,Comedy|Mystery,PT,tt24634274
516467,Die große und die kleine Welt,Die große und die kleine Welt,,,Released,1921-04-28,0,0,0,20.6115,0.0,0,de,Drama,DE,tt0129971
87826,Here Comes the Boom,Here Comes the Boom,A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.,No one will fight for his students like Mr. Voss.,Released,2012-10-10,105,42000000,73100000,20.5922,6.218,1554,en,Comedy|Action|Drama,US,tt1648179
66795,Infection: The Invasion Begins,Infection: The Invasion Begins,"A mystery surrounds a small town that was attacked on September 9, 2009. Now sixty years later, the last survivor, Sarah, sends a high profile reporter a letter suggesting what really happened on that day. The government calls 9/9/09 the start of the ""Modern Plague"", and the reporter soon realizes that the truth may be harder to uncover than the lies.",Don't look to the skies...the invaders are inside us!,Released,2010-01-04,95,0,0,20.5455,2.8,10,en,Horror|Science Fiction,US,tt1386583
