movie_id,person_id,name,job,department
812225,4027303,Johnny Onda,Screenplay,Writing
843,12453,Wong Kar-Wai,Producer,Production
843,12453,Wong Kar-Wai,Director,Directing
843,12453,Wong Kar-Wai,Screenplay,Writing
843,12455,Shigeru Umebayashi,Original Music Composer,Sound
843,12454,Michael Galasso,Original Music Composer,Sound
38,201,Michel Gondry,Director,Directing
38,322,Steve Golin,Producer,Production
38,312,Jon Brion,Original Music Composer,Sound
38,321,Anthony Bregman,Producer,Production
38,202,Charlie Kaufman,Screenplay,Writing
755812,53228,Aton Soumache,Producer,Production
755812,1565301,Thomas Astruc,Director,Directing
755812,1762584,Jeremy Zag,Producer,Production
11878,18609,Masaru Satō,Original Music Composer,Sound
11878,34373,Ryuzo Kikushima,Screenplay,Writing
11878,5026,Akira Kurosawa,Director,Directing
11878,5026,Akira Kurosawa,Screenplay,Writing
11878,5026,Akira Kurosawa,Producer,Production
664767,1374902,John Jennings Boyd,Original Music Composer,Sound
664767,1183647,Eric V. Hachikian,Original Music Composer,Sound
664767,204553,Ethan Spaulding,Director,Directing
664767,105642,Rick Morales,Producer,Production
411088,1051305,Oriol Paulo,Screenplay,Writing
411088,1051305,Oriol Paulo,Director,Directing
411088,51897,Fernando Velázquez,Original Music Composer,Sound
411088,1179663,Mikel Lejarza,Producer,Production
411088,1847416,Eneko Lizarraga Arratibel,Producer,Production
411088,968298,Mercedes Gamero,Producer,Production
