movie_id,person_id,name,job,department
1265609,143059,Patrick Hughes,Director,Directing
1265609,143059,Patrick Hughes,Screenplay,Writing
1265609,62758,Todd Lieberman,Producer,Production
1265609,143059,Patrick Hughes,Producer,Production
1265609,1217765,James Beaufort,Screenplay,Writing
1265609,1935919,Alexander Young,Producer,Production
1265609,5990067,Rich Cook,Producer,Production
1265609,59998,Greg McLean,Producer,Production
1265609,2089404,Dmitri Golovko,Original Music Composer,Sound
1290821,976,Jason Statham,Producer,Production
1290821,76422,Ric Roman Waugh,Director,Directing
1290821,1533678,John Friedberg,Producer,Production
1290821,2858140,Brendon Boyea,Producer,Production
1290821,66821,Jon Berg,Producer,Production
1290821,40593,Greg Silverman,Producer,Production
1290821,225635,David Buckley,Original Music Composer,Sound
799882,19271,Anthony Russo,Producer,Production
799882,19272,Joe Russo,Producer,Production
799882,1751775,Angela Russo-Otstot,Producer,Production
799882,1483894,Mariel Saldaña,Producer,Production
799882,1483893,Cisely Saldaña,Producer,Production
799882,59703,Frank E. Flowers,Director,Directing
799882,77234,Priyanka Chopra Jonas,Producer,Production
799882,1397011,Michael Disco,Producer,Production
799882,227440,Henry Jackman,Original Music Composer,Sound
1193501,983674,Macdara Kelleher,Producer,Production
1193501,1375896,David Gross,Producer,Production
1193501,1401474,Corin Hardy,Director,Directing
1193501,961166,Whitney Brown,Producer,Production
1193501,5592159,Doomphonic,Original Music Composer,Sound
1193501,1398636,John Keville,Producer,Production
680493,31516,Victor Hadida,Producer,Production
680493,1023134,Molly Hassell,Producer,Production
680493,1150952,David M. Wulf,Producer,Production
680493,1116651,John Jencks,Producer,Production
680493,1288597,Alexa Seligman,Producer,Production
680493,74441,Jay Taylor,Producer,Production
680493,8296,Christophe Gans,Director,Directing
680493,8301,Akira Yamaoka,Original Music Composer,Sound
1236153,23430,Timur Bekmambetov,Producer,Production
1236153,23430,Timur Bekmambetov,Director,Directing
1236153,282,Charles Roven,Producer,Production
1236153,1993720,Majd Nassif,Producer,Production
1236153,3896422,Robert Amidon,Producer,Production
1236153,10851,Ramin Djawadi,Original Music Composer,Sound
840464,67759,Basil Iwanyk,Producer,Production
840464,2858152,Sebastien Raybaud,Producer,Production
840464,2230993,John Zois,Producer,Production
840464,2858140,Brendon Boyea,Producer,Production
840464,582624,Alan Siegel,Producer,Production
840464,17276,Gerard Butler,Producer,Production
840464,76422,Ric Roman Waugh,Director,Directing
840464,225635,David Buckley,Original Music Composer,Sound
1088434,4286420,Joel Cohen,Producer,Production
1088434,78108,Isaac Florentine,Director,Directing
1088434,62811,Stephen Edwards,Original Music Composer,Sound
1327819,1491592,Daniel Chong,Director,Directing
1327819,1485788,Nicole Paradis Grindle,Producer,Production
1327819,5666,Mark Mothersbaugh,Original Music Composer,Sound
1327819,1394669,Jesse Andrews,Screenplay,Writing
1159559,2564279,Paul Neinstein,Producer,Production
1159559,61122,William Sherak,Producer,Production
1159559,1661850,Guy Busick,Screenplay,Writing
1159559,26458,Kevin Williamson,Director,Directing
1159559,7229,Marco Beltrami,Original Music Composer,Sound
1159559,26458,Kevin Williamson,Screenplay,Writing
1159559,20204,James Vanderbilt,Producer,Production
1084242,1318201,Jared Bush,Director,Directing
1084242,1999218,Yvett Merino,Producer,Production
1084242,76595,Byron Howard,Director,Directing
1084242,15347,Michael Giacchino,Original Music Composer,Sound
1168190,1500758,Ángel Manuel Soto,Director,Directing
1168190,117642,Jason Momoa,Producer,Production
1168190,543530,Dave Bautista,Producer,Production
1168190,32278,Matt Reeves,Producer,Production
1168190,1986354,Jeffrey Fierson,Producer,Production
1168190,4768,Lynn Harris,Producer,Production
1168190,1580941,Bobby Krlic,Original Music Composer,Sound
1419406,1452270,Larry Yang,Director,Directing
1419406,25338,Nicolas Errèra,Original Music Composer,Sound
1419406,1586112,Victoria Hon,Producer,Production
83533,2710,James Cameron,Screenplay,Writing
83533,2710,James Cameron,Director,Directing
83533,1654408,Simon Franglen,Original Music Composer,Sound
83533,67802,Rick Jaffa,Screenplay,Writing
83533,67803,Amanda Silver,Screenplay,Writing
83533,8529,Jon Landau,Producer,Production
83533,2710,James Cameron,Producer,Production
1523145,1547457,Mikhail Vaynberg,Director,Directing
1523145,1650368,Georgy Shabanov,Producer,Production
1523145,5038055,Lusya Dadalyan,Producer,Production
1523145,557960,Alyona Zvantsova,Producer,Production
1523145,4200349,Viktor Shadrin,Producer,Production
1311031,1283010,Haruo Sotozaki,Director,Directing
1311031,89839,Yuki Kajiura,Original Music Composer,Sound
1311031,1433681,Go Shiina,Original Music Composer,Sound
1311031,1817520,Masanori Miyake,Producer,Production
1311031,2652979,Yuma Takahashi,Producer,Production
1311031,3286707,Tatsuro Hayashi,Producer,Production
1311031,3999095,Takao Shimazaki,Producer,Production
1311031,931823,Hikaru Kondô,Screenplay,Writing
1311031,2282830,Koyoharu Gotouge,Screenplay,Writing
696393,508,David Koepp,Producer,Production
696393,59104,Jonny Campbell,Director,Directing
696393,508,David Koepp,Screenplay,Writing
696393,35974,Gavin Polone,Producer,Production
696393,1300880,Mathieu Lamboley,Original Music Composer,Sound
1199193,1306720,Jamie Adams,Director,Directing
1199193,3160852,Rebecca Miller,Producer,Production
1199193,3160853,Cara Shine Ballarini,Producer,Production
1199193,1384817,Shaun S. Sanghani,Producer,Production
1199193,70734,John Rea,Original Music Composer,Sound
1199193,2329018,Bannor Michael MacGregor,Producer,Production
1159831,1703594,Osnat Handelsman-Keren,Producer,Production
1159831,1579,Maggie Gyllenhaal,Producer,Production
1159831,1393092,Talia Kleinhendler,Producer,Production
1159831,45648,Emma Tillinger Koskoff,Producer,Production
1159831,1579,Maggie Gyllenhaal,Director,Directing
1159831,1178828,Hildur Guðnadóttir,Original Music Composer,Sound
755898,1634181,Rich Lee,Director,Directing
755898,23430,Timur Bekmambetov,Producer,Production
755898,964093,Patrick Aiello,Producer,Production
755898,10387,Marc Hyman,Screenplay,Writing
755898,116227,Kenny Golde,Screenplay,Writing
755898,1839152,Jon Natchez,Original Music Composer,Sound
1368166,116805,Paul Feig,Director,Directing
1368166,82665,Rebecca Sonnenshine,Screenplay,Writing
1368166,116805,Paul Feig,Producer,Production
1368166,62758,Todd Lieberman,Producer,Production
1368166,10572,Theodore Shapiro,Original Music Composer,Sound
1368166,2754382,Laura Allen Fischer,Producer,Production
1499984,3790998,Chaya Supannarat,Director,Directing
1242898,568322,Dan Trachtenberg,Director,Directing
1242898,1061155,Patrick Aison,Screenplay,Writing
1242898,2043,John Davis,Producer,Production
1242898,60711,Brent O'Connor,Producer,Production
1242898,1525143,Sarah Schachner,Original Music Composer,Sound
1242898,40825,Benjamin Wallfisch,Original Music Composer,Sound
1242898,102630,Marc Toberoff,Producer,Production
1242898,568322,Dan Trachtenberg,Producer,Production
1242898,1725893,Ben Rosenblatt,Producer,Production
937101,1912833,Yu-Lin Wang,Screenplay,Writing
937101,1760587,Patrick Mao Huang,Producer,Production
937101,3420910,Chan Ting-i,Producer,Production
937101,1912833,Yu-Lin Wang,Director,Directing
1272837,2036,Alex Garland,Producer,Production
1272837,2034,Danny Boyle,Producer,Production
1272837,1795072,Nia DaCosta,Director,Directing
1272837,2035,Andrew Macdonald,Producer,Production
1272837,17599,Bernard Bellew,Producer,Production
1272837,4474842,Peter Rice,Producer,Production
1272837,1178828,Hildur Guðnadóttir,Original Music Composer,Sound
1401778,56533,Claudio Fäh,Director,Directing
1401778,70522,Will Clarke,Producer,Production
1401778,1346142,Andy Mayson,Producer,Production
1401778,1046134,Molly Conners,Producer,Production
1401778,1486921,Amanda Bowers,Producer,Production
1401778,56535,Marcus Trumpp,Original Music Composer,Sound
10156,14639,Mel Brooks,Director,Directing
10156,719,John Morris,Original Music Composer,Sound
10156,14639,Mel Brooks,Screenplay,Writing
10156,14639,Mel Brooks,Producer,Production
1549519,1053800,Lawrence Fajardo,Director,Directing
1426964,1265055,Pedro Morelli,Director,Directing
1426964,1018976,Lucas Vidal,Original Music Composer,Sound
1426964,8562,Andrea Barata Ribeiro,Producer,Production
1497970,5288984,Zhang Gang,Director,Directing
1497970,2463885,Fu Ruoqing,Producer,Production
1497970,2463890,Zhang Huixia,Producer,Production
1497970,2250469,Hank Lee,Original Music Composer,Sound
1306368,880,Ben Affleck,Producer,Production
1306368,40223,Joe Carnahan,Director,Directing
1306368,1892,Matt Damon,Producer,Production
1306368,62908,Clinton Shorter,Original Music Composer,Sound
1306368,4807995,Luciana Damon,Producer,Production
1306368,2385493,Dani Bernfeld,Producer,Production
1306368,40223,Joe Carnahan,Screenplay,Writing
1387382,582827,Raja Collins,Director,Directing
1387382,1064916,Al Bravo,Producer,Production
1387382,1024837,Eric Brenner,Producer,Production
1387382,622844,Vince Jolivette,Producer,Production
1387382,1770865,Dan Katzman,Producer,Production
1387382,5723192,David McCalib Jr.,Producer,Production
1387382,1306351,Eduard Osipov,Producer,Production
1387382,2067096,Luke Wyckoff,Producer,Production
1387382,1515595,Anders Niska,Original Music Composer,Sound
1387382,1515596,Klas Wahl,Original Music Composer,Sound
1167307,2838796,Phil Cunningham,Director,Directing
1167307,2838796,Phil Cunningham,Producer,Production
1167307,2508883,Brent Dawes,Director,Directing
1167307,79065,Tim Tebow,Producer,Production
1167307,2838798,Jacqui Cunningham,Producer,Production
1167307,1098740,Joseph Trapanese,Original Music Composer,Sound
1167307,2508883,Brent Dawes,Screenplay,Writing
1584215,113194,James Bamford,Director,Directing
1584215,113092,Rich Walters,Original Music Composer,Sound
1353333,4217537,Andrea M. Catinella,Director,Directing
1353333,1688303,Rene Auguste,Producer,Production
1316092,1252934,Emerald Fennell,Director,Directing
1316092,1252934,Emerald Fennell,Screenplay,Writing
1316092,234352,Margot Robbie,Producer,Production
1316092,1252934,Emerald Fennell,Producer,Production
1316092,1363079,Tom Ackerley,Producer,Production
1316092,1908039,Josey McNamara,Producer,Production
1316092,2003250,Anthony B. Willis,Original Music Composer,Sound
425274,91268,Ruben Fleischer,Director,Directing
425274,135,Bobby Cohen,Producer,Production
425274,15345,Alex Kurtzman,Producer,Production
425274,6041,Brian Tyler,Original Music Composer,Sound
425274,1273117,Michael Lesslie,Screenplay,Writing
425274,91269,Paul Wernick,Screenplay,Writing
425274,7932,Rhett Reese,Screenplay,Writing
425274,565491,Seth Grahame-Smith,Screenplay,Writing
425274,15346,Roberto Orci,Producer,Production
1539104,2784807,Shota Goshozono,Director,Directing
1539104,2645698,Yoshimasa Terui,Original Music Composer,Sound
1539104,1491863,Hiroshi Seko,Screenplay,Writing
1511417,147021,S. S. Rajamouli,Director,Directing
1511417,1488790,Prasad Devineni,Producer,Production
1511417,1488791,Shobu Yarlagadda,Producer,Production
1234731,1211000,Tom Gormican,Director,Directing
1234731,54844,Brad Fuller,Producer,Production
1234731,54843,Andrew Form,Producer,Production
1234731,1211000,Tom Gormican,Screenplay,Writing
1234731,1219572,Kevin Etten,Screenplay,Writing
1234731,1639821,David Fleming,Original Music Composer,Sound
1234731,1219572,Kevin Etten,Producer,Production
1234731,1211000,Tom Gormican,Producer,Production
1601243,115091,R. Ellis Frazier,Director,Directing
1601243,1419130,Justin Nesbitt,Director,Directing
1601243,5928982,Aaron Montreal,Original Music Composer,Sound
1601243,2035459,Steven Wayne Thomas,Original Music Composer,Sound
1448560,1088096,James Nunn,Director,Directing
1448560,230157,Dominic Burns,Producer,Production
1448560,3036574,Crawford Anderson-Dillon,Producer,Production
1448560,239663,James Harris,Producer,Production
1448560,1575766,Mark Lane,Producer,Production
1448560,1323676,Si Begg,Original Music Composer,Sound
1054867,1102140,Adam Somner,Producer,Production
1054867,4762,Paul Thomas Anderson,Director,Directing
1054867,74333,Jonny Greenwood,Original Music Composer,Sound
1054867,1236222,Sara Murphy,Producer,Production
1054867,4762,Paul Thomas Anderson,Producer,Production
1317288,1046160,Eli Bush,Producer,Production
1317288,1190668,Timothée Chalamet,Producer,Production
1317288,227565,Ronald Bronstein,Producer,Production
1317288,129561,Josh Safdie,Director,Directing
1317288,129561,Josh Safdie,Producer,Production
1317288,60187,Anthony Katagas,Producer,Production
1317288,1325093,Daniel Lopatin,Original Music Composer,Sound
1317288,954164,Georgina Pope,Producer,Production
1555951,4226252,BC Amparado,Director,Directing
1555951,5724588,Rey Amacna,Original Music Composer,Sound
1629382,2152887,Leïla Sy,Director,Directing
1629382,1807614,Alix Mathurin,Director,Directing
1629382,1807614,Alix Mathurin,Screenplay,Writing
24428,12891,Joss Whedon,Screenplay,Writing
24428,37,Alan Silvestri,Original Music Composer,Sound
24428,10850,Kevin Feige,Producer,Production
24428,12891,Joss Whedon,Director,Directing
482600,1758809,Kim Moo-won,Director,Directing
1297842,2122835,Tyree Dillihay,Director,Directing
1297842,2266453,Erick Peyton,Producer,Production
1297842,1743063,Michelle Raimo Kouyate,Producer,Production
1297842,3544025,Adam Rosenberg,Producer,Production
1297842,1718307,Stephen Curry,Producer,Production
1297842,59918,Rodney Rothman,Producer,Production
1297842,1802871,Kris Bowers,Original Music Composer,Sound
1297842,1676036,Aaron Buchsbaum,Screenplay,Writing
1297842,5249046,Teddy Riley,Screenplay,Writing
1389149,2680846,Anubhuti Kashyap,Director,Directing
1389149,35736,Karan Johar,Producer,Production
1389149,5387941,Adar Poonawalla,Producer,Production
1389149,2074652,Somen Mishra,Producer,Production
1389149,131836,Apoorva Mehta,Producer,Production
1389149,2151713,Neel Adhikari,Original Music Composer,Sound
891644,3238183,Paméla Diop,Producer,Production
891644,1689302,Hus Miller,Producer,Production
891644,1447267,Jean Luc Herbulot,Director,Directing
891644,1368962,James 'BKS' Edjouma,Original Music Composer,Sound
7451,18878,Rob Cohen,Director,Directing
7451,14712,Randy Edelman,Original Music Composer,Sound
7451,53345,Rich Wilkes,Screenplay,Writing
7451,11874,Neal H. Moritz,Producer,Production
1461181,4392513,Russell K Reed,Director,Directing
1461181,4392513,Russell K Reed,Producer,Production
1461181,3685062,Chiderah Uzowulu,Producer,Production
858024,34885,Pippa Harris,Producer,Production
858024,363761,Liza Marshall,Producer,Production
858024,39,Sam Mendes,Producer,Production
858024,1395183,Chloé Zhao,Director,Directing
858024,488,Steven Spielberg,Producer,Production
858024,1089521,Nicolas Gonda,Producer,Production
858024,46266,Max Richter,Original Music Composer,Sound
858024,1395183,Chloé Zhao,Screenplay,Writing
858024,3967628,Maggie O'Farrell,Screenplay,Writing
1249508,2862942,Tanner Bean,Screenplay,Writing
1249508,1906728,Lauren Call,Producer,Production
1249508,4108410,Burke Doeren,Producer,Production
1249508,4108410,Burke Doeren,Director,Directing
1249508,4554531,Kellie Doeren,Producer,Production
1249508,6007675,Dan Reckard,Original Music Composer,Sound
1319280,4923208,Toni Andújar,Director,Directing
1319280,1931734,Carolina Garrigo,Producer,Production
1319280,4923208,Toni Andújar,Producer,Production
157336,2162,Lynda Obst,Producer,Production
157336,525,Christopher Nolan,Producer,Production
157336,947,Hans Zimmer,Original Music Composer,Sound
157336,556,Emma Thomas,Producer,Production
157336,525,Christopher Nolan,Director,Directing
803796,1453550,Chris Appelhans,Director,Directing
803796,3003169,Maggie Kang,Director,Directing
803796,3003169,Maggie Kang,Screenplay,Writing
803796,2512183,Danya Jimenez,Screenplay,Writing
803796,2512184,Hannah McMechan,Screenplay,Writing
803796,1453550,Chris Appelhans,Screenplay,Writing
803796,2014727,Michelle L.M. Wong,Producer,Production
803796,55177,Marcelo Zarvos,Original Music Composer,Sound
1305781,18899,Yuen Woo-Ping,Director,Directing
1305781,1736377,Steffen Thum,Original Music Composer,Sound
1032892,7,Andrew Stanton,Director,Directing
1032892,1031201,Jared Ian Goldman,Producer,Production
1032892,153,Thomas Newman,Original Music Composer,Sound
1191876,2365816,Jeremy Wiles,Director,Directing
1191876,4339442,Karissa Washburn,Producer,Production
798645,11092,Simon Kinberg,Producer,Production
798645,11112,Nira Park,Producer,Production
798645,11090,Edgar Wright,Producer,Production
798645,11090,Edgar Wright,Director,Directing
798645,58744,Michael Bacall,Screenplay,Writing
798645,11090,Edgar Wright,Screenplay,Writing
798645,16368,Steven Price,Original Music Composer,Sound
4247,35689,Keenen Ivory Wayans,Director,Directing
4247,35690,Shawn Wayans,Screenplay,Writing
4247,35692,Buddy Johnson,Screenplay,Writing
4247,35693,Phil Beauman,Screenplay,Writing
4247,35694,Jason Friedberg,Screenplay,Writing
4247,35696,Eric L. Gold,Producer,Production
4247,35689,Keenen Ivory Wayans,Producer,Production
4247,9562,Marlon Wayans,Producer,Production
4247,35690,Shawn Wayans,Producer,Production
4247,35734,Aaron Seltzer,Screenplay,Writing
4247,9562,Marlon Wayans,Screenplay,Writing
4247,57225,Lee R. Mayes,Producer,Production
4247,25143,David Kitay,Original Music Composer,Sound
875828,959442,Guy Heeley,Producer,Production
875828,23227,Steven Knight,Producer,Production
875828,212240,Tom Harper,Director,Directing
875828,23227,Steven Knight,Screenplay,Writing
875828,59420,Caryn Mandabach,Producer,Production
875828,2037,Cillian Murphy,Producer,Production
875828,68555,Antony Genn,Original Music Composer,Sound
875828,1203435,Martin Slattery,Original Music Composer,Sound
1196067,37948,Brad Anderson,Director,Directing
1196067,2044684,Martin Brennan,Producer,Production
1196067,1315971,Matthew Rogers,Original Music Composer,Sound
1196067,1160627,Bradley Gallo,Producer,Production
1196067,62143,Michael A. Helfant,Producer,Production
1196067,1655884,Tracy Mercer,Producer,Production
1196067,20515,Jib Polhemus,Producer,Production
1180831,87877,Roar Uthaug,Director,Directing
1180831,1851089,Espen Horn,Producer,Production
1180831,2515657,Kristian Strand Sinkerud,Producer,Production
1180831,1779187,Johannes Ringen,Original Music Composer,Sound
1233413,1056121,Ryan Coogler,Director,Directing
1233413,2246303,Zinzi Coogler,Producer,Production
1233413,1639084,Sev Ohanian,Producer,Production
1233413,1056121,Ryan Coogler,Producer,Production
1233413,928158,Ludwig Göransson,Original Music Composer,Sound
278,153,Thomas Newman,Original Music Composer,Sound
278,4028,Niki Marvin,Producer,Production
278,4027,Frank Darabont,Screenplay,Writing
278,4027,Frank Darabont,Director,Directing
911430,216294,Lewis Hamilton,Producer,Production
911430,86270,Joseph Kosinski,Producer,Production
911430,2446,Chad Oman,Producer,Production
911430,86270,Joseph Kosinski,Director,Directing
911430,15244,Ehren Kruger,Screenplay,Writing
911430,770,Jerry Bruckheimer,Producer,Production
911430,967387,Jeremy Kleiner,Producer,Production
911430,287,Brad Pitt,Producer,Production
911430,947,Hans Zimmer,Original Music Composer,Sound
911430,20458,Dede Gardner,Producer,Production
1062722,44138,J. Miles Dale,Producer,Production
1062722,2949,Alexandre Desplat,Original Music Composer,Sound
1062722,10828,Guillermo del Toro,Director,Directing
1062722,10828,Guillermo del Toro,Producer,Production
1062722,19282,Scott Stuber,Producer,Production
1424965,1204333,Taavi Vartia,Director,Directing
1424965,2807763,Joonas Vartia,Producer,Production
1424965,1827025,Aleksi Puranen,Producer,Production
1424965,2171972,Lilette Botasi,Producer,Production
1241742,1495470,Roman Perez Jr.,Director,Directing
1241742,3679755,Omar Deroca,Director,Directing
1241742,3378221,Sigrid Polon,Director,Directing
1205225,2307388,Bob Giordano,Director,Directing
1266798,1002647,Cédric Jimenez,Screenplay,Writing
1266798,1002647,Cédric Jimenez,Director,Directing
1266798,1030402,Hugo Sélignac,Producer,Production
1266798,1957854,Olivier Demangel,Screenplay,Writing
1266798,1157046,Guillaume Roussel,Original Music Composer,Sound
1234821,664,Frank Marshall,Producer,Production
1234821,25600,Patrick Crowley,Producer,Production
1234821,129894,Gareth Edwards,Director,Directing
1234821,1408795,Janine Modder,Producer,Production
1234821,2949,Alexandre Desplat,Original Music Composer,Sound
1061474,960,John Murphy,Original Music Composer,Sound
1061474,15218,James Gunn,Producer,Production
1061474,52259,Peter Safran,Producer,Production
1061474,15218,James Gunn,Director,Directing
1061474,1639821,David Fleming,Original Music Composer,Sound
1171145,859754,Bart Layton,Director,Directing
1171145,1104904,Ben Grayson,Producer,Production
1171145,1231665,Derrin Schlesinger,Producer,Production
1171145,859754,Bart Layton,Screenplay,Writing
1171145,74568,Chris Hemsworth,Producer,Production
1171145,2238,Eric Fellner,Producer,Production
1171145,6039,Shane Salerno,Producer,Production
1171145,2236,Tim Bevan,Producer,Production
1171145,859754,Bart Layton,Producer,Production
1171145,1355933,Dimitri Doganis,Producer,Production
1171145,2397345,Benjamin John Power,Original Music Composer,Sound
1198994,7623,Sam Raimi,Director,Directing
1198994,2626037,Zainab Azizi,Producer,Production
1198994,7623,Sam Raimi,Producer,Production
1198994,531,Danny Elfman,Original Music Composer,Sound
1198994,51908,Damian Shannon,Screenplay,Writing
1198994,51909,Mark Swift,Screenplay,Writing
991494,70652,Derek Drymon,Director,Directing
991494,34522,Pam Brady,Producer,Production
991494,11652,Lisa Stewart,Producer,Production
991494,1516079,Aaron Dem,Producer,Production
991494,4500,John Debney,Original Music Composer,Sound
991494,34522,Pam Brady,Screenplay,Writing
991494,99363,Matt Lieberman,Screenplay,Writing
1110034,111532,Pål Øie,Director,Directing
1110034,1812970,John Einar Hagen,Producer,Production
1110034,1945727,Einar Loftesnes,Producer,Production
1375831,1987865,Daniel J. Phillips,Director,Directing
1375831,1707968,Silvio Salom,Producer,Production
1375831,1987865,Daniel J. Phillips,Producer,Production
1375831,4939801,Grant Hardie,Producer,Production
1375831,2045339,Mark Patterson,Producer,Production
1375831,1175113,Andrew Mann,Producer,Production
1375831,4679118,Will Spartalis,Original Music Composer,Sound
1310568,107794,Stephen Shimek,Director,Directing
1310568,1522313,Zeus Zamani,Producer,Production
1310568,2012759,Brian Vilim,Producer,Production
1310568,4746884,April Kelley,Producer,Production
1310568,2757166,Sara Huxley,Producer,Production
1310568,1801279,Mark Brennan,Screenplay,Writing
1273221,35689,Keenen Ivory Wayans,Producer,Production
1273221,9562,Marlon Wayans,Producer,Production
1273221,56908,Rick Alvarez,Producer,Production
1273221,35690,Shawn Wayans,Producer,Production
1273221,1110102,Michael Tiddes,Director,Directing
1273221,35751,Craig Wayans,Producer,Production
1273221,1210567,Haim Mazar,Original Music Composer,Sound
1289893,4711999,Racheal Cain,Director,Directing
1289893,2487765,Ali Aksu,Producer,Production
1083637,1752063,B. Ajaneesh Loknath,Original Music Composer,Sound
1083637,1752058,Rishab Shetty,Director,Directing
1083637,2182293,Vijay Kiragandur,Producer,Production
1010755,16938,Renny Harlin,Director,Directing
1010755,61921,Courtney Solomon,Producer,Production
1010755,33290,Justin Burnett,Original Music Composer,Sound
1010755,46088,Mark Canton,Producer,Production
1010755,61927,Christopher Milburn,Producer,Production
1010755,2470453,Gary Raskin,Producer,Production
1010755,1658456,Alastair Burlingham,Producer,Production
1010755,1815655,Charlie Dombek,Producer,Production
155,1213,James Newton Howard,Original Music Composer,Sound
155,525,Christopher Nolan,Screenplay,Writing
155,527,Jonathan Nolan,Screenplay,Writing
155,947,Hans Zimmer,Original Music Composer,Sound
155,556,Emma Thomas,Producer,Production
155,282,Charles Roven,Producer,Production
155,525,Christopher Nolan,Producer,Production
155,525,Christopher Nolan,Director,Directing
621742,59164,Ali LeRoi,Director,Directing
621742,1179601,Darryl Jones,Original Music Composer,Sound
621742,2401424,Marni Bond,Producer,Production
621742,2401425,Chuck Bond,Producer,Production
621742,61123,Jason Shuman,Producer,Production
621742,2401426,Stanley Kalu,Screenplay,Writing
621742,2401423,Zachary Green,Producer,Production
1223601,145228,Jalmari Helander,Director,Directing
1223601,228399,Petri Jokiranta,Producer,Production
1223601,228402,Juri Seppä,Original Music Composer,Sound
1223601,1612447,Tuomas Wäinölä,Original Music Composer,Sound
1223601,2365857,Mike Goodridge,Producer,Production
19995,2710,James Cameron,Director,Directing
19995,2710,James Cameron,Producer,Production
19995,8529,Jon Landau,Producer,Production
19995,1729,James Horner,Original Music Composer,Sound
1246049,59,Luc Besson,Director,Directing
1246049,59,Luc Besson,Screenplay,Writing
1246049,59,Luc Besson,Producer,Production
1246049,50950,Virginie Besson-Silla,Producer,Production
1246049,531,Danny Elfman,Original Music Composer,Sound
4232,5140,Wes Craven,Director,Directing
4232,26458,Kevin Williamson,Screenplay,Writing
4232,409,Cathy Konrad,Producer,Production
4232,5505,Cary Woods,Producer,Production
4232,7229,Marco Beltrami,Original Music Composer,Sound
238,3083,Mario Puzo,Screenplay,Writing
238,1776,Francis Ford Coppola,Screenplay,Writing
238,457,Albert S. Ruddy,Producer,Production
238,3098,Nino Rota,Original Music Composer,Sound
238,1776,Francis Ford Coppola,Producer,Production
238,12288,Robert Evans,Producer,Production
238,1776,Francis Ford Coppola,Director,Directing
1258151,93550,Nikolay Lebedev,Director,Directing
1258151,82796,Nikita Mikhalkov,Producer,Production
1258151,125888,Leonid Vereshchagin,Producer,Production
1258151,1130813,Anton Zlatopolskiy,Producer,Production
1258151,1257041,Ruben Dishdishyan,Producer,Production
1258151,1627662,Artyom Vasilev,Original Music Composer,Sound
1258151,143660,Alexey Sidorov,Screenplay,Writing
1258151,93550,Nikolay Lebedev,Screenplay,Writing
628847,2995078,Todd Lundbohm,Producer,Production
628847,3412584,Sarah Gabriel,Producer,Production
628847,71280,Michael Dowse,Director,Directing
628847,2066378,Marc Goldberg,Producer,Production
628847,1527474,Michael A. Pruss,Producer,Production
628847,3789098,Rebecca Feuer,Producer,Production
628847,3702980,Amanda Yamate,Original Music Composer,Sound
628847,5725588,Jack Latham,Original Music Composer,Sound
628847,543530,Dave Bautista,Producer,Production
1315303,1173417,John Hodges,Producer,Production
1315303,47365,Walter Hamada,Producer,Production
1315303,1965841,Bradley Pilz,Producer,Production
1315303,100734,Johannes Roberts,Director,Directing
1315303,72854,Adrian Johnston,Original Music Composer,Sound
1242937,1765107,Natasha Kermani,Director,Directing
1242937,1001657,Sophie Turner,Producer,Production
1242937,1471435,Luke Daniels,Producer,Production
1242937,2064879,Patrick Muldoon,Producer,Production
1242937,1281685,Patrick Hibler,Producer,Production
1242937,1473474,Lucas Jarach,Producer,Production
1242937,2027178,Greg Lauritano,Producer,Production
1242937,2826071,Jamal Green,Original Music Composer,Sound
1363123,13240,Mark Wahlberg,Producer,Production
1363123,144798,Simon Cellan Jones,Director,Directing
1363123,58433,David Ellison,Producer,Production
1363123,29018,Dana Goldberg,Producer,Production
1363123,56737,Don Granger,Producer,Production
1363123,183044,Stephen Levinson,Producer,Production
1363123,1476990,John G. Scotti,Producer,Production
1363123,2318537,Kevin Matley,Original Music Composer,Sound
879945,1274776,Anthony Schatteman,Director,Directing
879945,4695492,Mirjam de Vreese,Producer,Production
27205,525,Christopher Nolan,Producer,Production
27205,556,Emma Thomas,Producer,Production
27205,947,Hans Zimmer,Original Music Composer,Sound
27205,2027976,Kanjiro Sakura,Producer,Production
27205,2157775,Yoshikuni Taki,Producer,Production
27205,525,Christopher Nolan,Director,Directing
1631485,84714,Juan José Campanella,Director,Directing
1631485,93652,Muriel Cabeza,Producer,Production
1381027,566109,Jan Komasa,Director,Directing
1381027,146117,Ewa Piaskowska,Producer,Production
1381027,43553,Jerzy Skolimowski,Producer,Production
1381027,558016,Abel Korzeniowski,Original Music Composer,Sound
1381027,3056,Jeremy Thomas,Producer,Production
967941,54507,Jon M. Chu,Director,Directing
967941,23485,Marc Platt,Producer,Production
967941,1222194,Winnie Holzman,Screenplay,Writing
967941,2348297,David Stone,Producer,Production
967941,11098,John Powell,Original Music Composer,Sound
967941,42910,Stephen Schwartz,Original Music Composer,Sound
967941,56718,Dana Fox,Screenplay,Writing
1241470,228177,William Kaufman,Director,Directing
1241470,94864,Max Martini,Producer,Production
1241470,2622119,Christian Sosa,Producer,Production
1241470,1830032,Jon Wroblewski,Producer,Production
1241470,2410853,Paul Reichelt,Producer,Production
1241470,2407862,Andrew Lewis,Producer,Production
1241470,3493164,Isaac Lewis,Producer,Production
1228246,84348,Jason Blum,Producer,Production
1228246,2125615,Scott Cawthon,Producer,Production
