movie_id,file_path,iso_639_1,vote_average,vote_count,width,height
49051,/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg,en,1.962,26,2000,3000
49051,/8735ey1IApMuhax1MGNTAYqQUPx.jpg,en,9.016,10,2000,3000
49051,/67DAaVjjFG7qyml1bu34PV17FKS.jpg,en,7.626,20,2000,3000
9806,/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,en,5.25,27,2000,3000
9806,/1LWx4KZ152fpxciioPaR2vRsisO.jpg,,8.034,5,2000,3000
9806,/2UnQ5f7PgHo4jIk6EUuS4xPsG1B.jpg,en,5.616,13,1600,2400
10681,/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,en,5.682,22,1000,1500
10681,/2Wjn5vxvJmomJQkLuUwyX2hBaif.jpg,en,5.53,17,1000,1500
10681,/dp6BdKiuDm9cKMT7JYNUWiUNR0o.jpg,en,5.25,8,2000,3000
12444,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,en,4.91,28,1000,1500
12444,/9DqVe6ptXZpY25YTLrOl9MHMN15.jpg,en,6.042,12,2000,3000
12444,/bk1EWfRW0U76sWZiLDL1T7J0XV9.jpg,en,5.044,24,2000,3000
8587,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,en,4.44,41,2000,3000
8587,/ArkOCYilQRle9uEfMyqTSL9Gvtd.jpg,en,10.0,6,1994,2991
8587,/9ww2DdSIggOoYJY8TjjXAZ5Nvl1.jpg,en,10.0,4,1994,2991
383498,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,en,5.316,73,2000,3000
383498,/gyfPKfFYcVW54MoqhYlwwDDIfJR.jpg,en,6.438,25,2000,3000
383498,/8KzhBBJP2ZR1GV4H3EV8MFNPmCv.jpg,en,5.928,49,800,1200
24,/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,en,6.696,46,2000,3000
24,/9yaVKBwvbvq3qL8zzSmuoxZuoFK.jpg,en,6.438,16,2000,3000
24,/mt4e0L5prfCzHhpxmxt5pvfHI0p.jpg,en,5.25,9,1000,1500
259316,/fLsaFKExQt05yqjoAvKsmOMYvJR.jpg,en,7.892,14,1000,1500
259316,/h6NYfVUyM6CDURtZSnBpz647Ldd.jpg,en,6.834,12,2000,3000
259316,/nf0UWL89apBornyHHZ1SfB638nv.jpg,,3.334,1,1500,2302
329865,/pEzNVQfdzYDzVK0XqxERIw2x2se.jpg,en,6.38,21,2000,3000
329865,/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg,en,6.114,44,2000,3000
329865,/6WzElgkLjIWuWn3Nwu66s5J26tx.jpg,en,5.928,14,2000,3000
694,/uAR0AWqhQL1hQa69UDEbb2rE5Wx.jpg,en,7.542,8,2000,3000
694,/fFYAlrOudDJRYs8tvuHbUk0OGdL.jpg,en,6.38,21,1068,1602
694,/baKA5UY6bcBDxvDQLp0KSntFEo8.jpg,,5.786,7,2000,3000
497,/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg,en,6.088,17,1400,2100
497,/velWPhVMQeQKcxggNEU8YmIo52R.jpg,en,6.042,12,2000,3000
497,/o0lO84GI7qrG6XFvtsPOSV7CTNa.jpg,en,5.5,19,1000,1500
209112,/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,en,8.348,23,2000,3000
209112,/fD4W7rIbLrxjNjWqbQemEKl6Glo.jpg,en,6.834,18,2000,3000
209112,/c2JmOp8s0Ur6cEADdu7nejZwS4o.jpg,en,5.786,7,1823,2700
77338,/1QU7HKgsQbGpzsJbJK4pAVQV9F5.jpg,en,8.362,6,1200,1800
77338,/8potEHABkPW5mMyOPblnUzYccFR.jpg,,3.334,1,2000,3000
77338,/323BP0itpxTsO0skTwdnVmf7YC9.jpg,en,2.066,5,1000,1500
381288,/lli31lYTFpvxVBeFHWoe5PMfW5s.jpg,en,5.5,19,1000,1500
381288,/bqb9WsmZmDIKxqYmBJ9lj7J6hzn.jpg,en,5.25,10,2000,3000
381288,/kBvO58pt13dgYImjZNjq6QiOT8n.jpg,en,4.458,12,1400,2100
808,/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,en,5.778,27,1000,1500
808,/o04jZs5SXhbvhqO4981W7KJXOWZ.jpg,en,5.426,27,2000,3000
808,/EKERKucZeBrkrR8xLDTkr5FeDc.jpg,en,5.25,14,1007,1500
18785,/A0uS9rHR56FeBtpjVki16M5xxSW.jpg,en,8.034,5,2000,3000
18785,/wTt2BoyAGhr0M00eR1ewVZyQoUq.jpg,en,7.05,11,1000,1500
18785,/uluhlXubGu1VxU63X9VHCLWDAYP.jpg,en,6.546,22,1400,2100
1930,/jexoNYnPd6vVrmygwF6QZmWPFdu.jpg,en,8.596,14,1000,1500
1930,/3zbb5XD0hEA8IpAcUmv1J9Rej3B.jpg,en,8.488,13,2000,3000
1930,/tZZON2b3YmUpo5CPHbqkw0kxX82.jpg,,8.034,5,2000,3000
101299,/vrQHDXjVmbYzadOXQ0UaObunoy2.jpg,en,7.286,14,2000,3000
101299,/v9qVkyS58WHdfrcEq0dxUJFKS9n.jpg,en,5.682,11,2000,3000
101299,/7c1JtraYsjMMnk8Md0IMoyRzqZJ.jpg,en,4.884,13,2000,3000
2062,/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,en,6.088,17,2000,3000
2062,/npHNjldbeTHdKKw28bJKs7lzqzj.jpg,en,5.616,26,1333,2000
2062,/xKLM5b6WzfFM3kwDZ7AvOVtoGQN.jpg,en,4.3,10,1708,2562
198663,/ode14q7WtDugFDp78fo9lCsmay9.jpg,en,4.656,16,2000,3000
198663,/2rOonEo6b6wENhucsuoXXzoXejM.jpg,en,7.542,8,1000,1426
198663,/1sgsLZSqAEschxU3zVzlgNypB10.jpg,,3.334,1,2000,3000
1891,/ebluYJHkKoYHQ1x0XXlOLWdcqoL.jpg,,8.034,5,1733,2600
1891,/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,en,7.542,8,1000,1500
1891,/2l05cFWJacyIsTpsqSgH0wQXe4V.jpg,en,5.726,20,1797,2709
76338,/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,en,6.2,15,2000,3000
76338,/wD6g4EcmR6R3VNbuBmNOVq2qWrM.jpg,en,5.25,8,2000,3000
