movie_id
157336
27205
24428
155
19995
293660
550
299536
278
680
118340
13
671
1726
68718
603
475557
299534
120
597
122
106646
11324
99861
49026
16869
76341
271110
121
672
284054
150540
284052
68721
70160
315635
673
807
283995
238
1771
272
10138
10195
11
22
674
297761
284053
12445
634649
105
14160
135397
286217
297762
354912
102899
98
675
767
245891
557
12
140607
496243
263115
12444
346364
10681
37165
100402
210577
862
259316
585
8587
49051
281957
329865
383498
497
209112
694
9806
24
419430
808
1930
2062
101299
77338
1891
381288
76338
129
198663
313369
18785
205596
269149
274
207703
329
424694
109445
374720
1124
424
335983
857
324857
58
240832
640
429617
1892
333339
339403
6479
131631
75656
299537
177572
244786
72190
330459
49047
181808
558
38
348
127585
77
49521
1422
118
37724
321612
20352
101
120467
1893
10193
752
44214
285
500
122917
447332
152601
273248
559
920
335984
393
137113
1865
78
297802
1895
863
12155
324786
466272
607
10528
438631
1271
218
353486
8966
10191
1894
425
769
264660
274870
324552
102382
280
363088
57158
62177
76600
637
546554
165
240
185
87827
246655
162
489
102651
277834
4922
260513
141052
190859
85
194662
64690
49538
530915
157350
809
103
141
131634
68726
296096
70981
6977
72105
19908
37799
82690
14
146233
64682
350
111
228150
399055
490132
166426
745
398818
351286
61791
14161
127380
138843
1724
82693
2048
9502
62
73
11036
161
207
372058
771
216015
194
23483
38757
332562
8358
562
119450
1359
1858
36657
49530
115
8681
812
93456
76203
601
604
414906
953
242582
458156
18
36557
872585
222935
291805
13223
1949
338952
578
411
310
196
75612
51876
1417
600
510
508442
629
62211
12405
168259
8844
45243
2080
206647
854
497698
787
84892
82992
580489
266856
293167
343668
211672
197
577922
453
89
294254
19913
652
4935
64688
346698
539
41154
58574
1593
641
36658
59967
359940
337339
495764
9799
791373
181812
361743
679
420818
605
56292
10020
608
420817
399566
772
405774
1402
392044
301528
283366
13475
262500
502356
10674
82702
381284
110415
454626
627
515001
602
36668
950
566525
70
9479
17654
330457
76170
453395
8960
568124
287947
3933
5915
87
423
316029
337404
2501
591
176
9738
399579
13183
954
564
389
107
9741
156022
318846
810
670
18239
124905
550988
9487
620
281338
264644
177677
54138
474350
429
180
68724
436969
744
273481
138832
10625
50620
126889
300668
512200
45269
747
50619
646380
47971
24021
348350
50646
122906
109439
330
76492
259693
8373
74
353081
524434
63
450465
45612
39254
152532
275
464052
28
391713
254128
106
217
50014
87101
114
508943
128
38356
68734
14836
359724
4951
8355
158015
51497
137
435
187
402900
314365
8392
315162
466282
38700
91314
4348
594
333371
9552
290250
1366
537915
315837
35
268
95
22538
2108
328111
339846
616037
187017
278927
22970
493922
